nid,uid,status,title,body,teaser,mp3_filename,mp3_filemime,mp3_filesize,mp3_status,mp3_timestamp,mp3_list,artiste,compositeur,taxonomy['tags']['3'],taxonomy['tags']['4']
177,3,1,Abandonnez-vous à la détente,"<p>Extrait du disque d'hypnose <em>Méta-relaxation : créativité face aux problèmes</em>, années 90</p>","<p>Extrait du disque d'hypnose <em>Méta-relaxation : créativité face aux problèmes</em>, années 90</p>",Abandonnez-vous_a_la_detente.mp3,,0,1,1259260421,1,Hypnose,Manuel Coursin,tutoriel,français
176,3,1,Cuisine et littérature,<p>Extrait d'une cassette trouvée</p>,<p>Extrait d'une cassette trouvée</p>,36_04_cuisine_et_litte9rature.mp3,audio/mpeg,3731247,1,1331743329,1,Cassette,Eve Couturier,Message,français
184,3,1,Ashanti,"<p>Jimmy et Imrul, extrait du projet <em>Radio Ld'A </em>de Lincoln Tobier, Laboratoires d'Aubervilliers, 2002</p>","<p>Jimmy et Imrul, extrait du projet <em>Radio Ld'A </em>de Lincoln Tobier, Laboratoires d'Aubervilliers, 2002</p>",Ashanti.mp3,,0,1,1259260425,1,Radio Ld'A,Manuel Coursin,Radio,français
186,3,1,Bergers,"<p>Appel de bergers, extrait de <em>Le berger, la stagiaire et les moutons</em> de Robin Hunzinger, Arte Radio, 2005</p>","<p>Appel de bergers, extrait de <em>Le berger, la stagiaire et les moutons</em> de Robin Hunzinger, Arte Radio, 2005</p>",Bergers.mp3,,0,1,1259260426,1,Berger,NULL,quotidien,français
189,3,1,C'est fini,"<p>Extrait du spectacle <em>Peter Peter Pet...er !!! </em> de Stéphanie Chêne, 2006</p>","<p>Extrait du spectacle <em>Peter Peter Pet...er !!! </em> de Stéphanie Chêne, 2006</p>",Cest_fini.mp3,,0,1,1259260427,1,Mehdi Ahoudig,NULL,théâtre,français
192,3,1,De tout mon amour,"<p>Extrait d'un blog vidéo, YouTube, 2007</p>","<p>Extrait d'un blog vidéo, YouTube, 2007</p>",De_tout_mon_amour.mp3,,0,1,1259260429,1,Ado,NULL,Message,français
194,3,1,Fabienne Tabard,"<p>Jean-Pierre Léaud, extrait du film <em>Baisers volés </em>de François Truffaut, 1968</p>","<p>Jean-Pierre Léaud, extrait du film <em>Baisers volés </em>de François Truffaut, 1968</p>",15_fabienne_tabard.mp3,audio/mpeg,3466888,1,1331743310,1,François Truffaut,Fanny de Challié,Film,français
195,3,1,Gospel,"<p>Sermon d'une pasteure aux États-Unis, extrait du disque <em>Les Voix du monde : une anthologie des expressions orales</em>, 1996</p>","<p>Sermon d'une pasteure aux États-Unis, extrait du disque <em>Les Voix du monde : une anthologie des expressions orales</em>, 1996</p>",Gospel.mp3,,0,1,1259260430,1,Pasteur,Joris Lacoste,Rituel,anglais
196,3,1,"Hey you, don't watch that","<p>Madness, extrait du disque <em>One Step Beyond</em>, 1979","<p>Madness, extrait du disque <em>One Step Beyond</em>, 1979",Hey_you_dont_watch_that.mp3,,0,1,1259260431,1,Madness,NULL,Musique,anglais
199,3,1,Itinéraire,"<p>René Lussier, extrait du disque <em>Le Trésor de la langue</em>, 1989</p>","<p>René Lussier, extrait du disque <em>Le Trésor de la langue</em>, 1989</p>",Itineraire.mp3,,0,1,1259260432,1,René Lussier,NULL,Musique,français
200,3,1,J'encule les punks,"<p>Enregistrement personnel d'Eve Couturier, 1979</p>","<p>Enregistrement personnel d'Eve Couturier, 1979</p>",Jencule_les_punks.mp3,,0,1,1259260433,1,Jeune,Eve Couturier,quotidien,français
201,3,1,Je suis venu te dire que je m'en vais,"<p>Maurice Garrel, extrait du disque <em>Serge Gainsbourg – Portraits</em>, 2003</p>","<p>Maurice Garrel, extrait du disque <em>Serge Gainsbourg – Portraits</em>, 2003</p>",Je_suis_venu_te_dire_que_je_men_vais.mp3,,0,1,1259260433,1,Maurice Garrel,Eve Couturier,poésie,français
204,3,1,Si tu aimes les grosses bêtes,"<p>Extrait du journal télévisé pour enfants <em>Les Z'infos</em>, Télé Kids, 2007</p>","<p>Extrait du journal télévisé pour enfants <em>Les Z'infos</em>, Télé Kids, 2007</p>",Les_Zinfos.mp3,,0,1,1259260434,1,Présentatrice,Fanny de Chaillé,Télévision,français
206,3,1,Franz Biberkopf,"<p>Günter Lamprecht, extrait de la série <em>Berlin Alexanderplatz</em> de R. W. Fassbinder, 1979-1980</p>","<p>Günter Lamprecht, extrait de la série <em>Berlin Alexanderplatz</em> de R. W. Fassbinder, 1979-1980</p>",Lettre.mp3,,0,1,1259260435,1,Günter Lamprecht,Fanny de Chaillé,Film,allemand
209,3,1,Pour toi plus de sommeil,"<p>Marc François, extrait du spectacle <em>Macbeth</em> de Marc François, 1996</p>","<p>Marc François, extrait du spectacle <em>Macbeth</em> de Marc François, 1996</p>",27_macbeth.mp3,audio/mpeg,1167068,1,1331743320,1,Marc François,NULL,théâtre,français
210,3,1,Mes bananes,"<p>Scène de marché, extrait d'un enregistrement personnel de Manuel Coursin, 2007</p>","<p>Scène de marché, extrait d'un enregistrement personnel de Manuel Coursin, 2007</p>",Mes_bananes.mp3,,0,1,1259260437,1,Vendeur,Nicolas Rollet,boniment,français
211,3,1,Filles et femmes du monde entier,"<p>Jean-Marie Massou, extrait de <em>Message pour les témoins de Jéhova</em>, 2007</p>","<p>Jean-Marie Massou, extrait de <em>Message pour les témoins de Jéhova</em>, 2007</p>",Message_aux_temoins_de_Jehovah.mp3,,0,1,1259260437,1,Massou,Stéphanie Béghain,Message,français
214,3,1,Raudage,"<p>Appel de labour du Poitou, extrait du disque&nbsp;<em>Voix du Monde : une anthologie des expressions orales</em>, 1996</p>","<p>Appel de labour du Poitou, extrait du disque&nbsp;<em>Voix du Monde : une anthologie des expressions orales</em>, 1996</p>",Raudage.mp3,,0,1,1259260439,1,Paysan,Joris Lacoste,coutume,patois
216,3,1,Rémouleur turc,"<p>Extrait de <em>La Belle Istanbul</em> de Jeanne Robet, Arte Radio, 2006</p>","<p>Extrait de <em>La Belle Istanbul</em> de Jeanne Robet, Arte Radio, 2006</p>",remouleur_turc.mp3,audio/mpeg,2564232,1,1297081117,1,Artisan,Jeanne Robet,coutume,Turc
218,3,1,Slogans anatoliens,"<p>Manifestation, enregistrement personnel de Jeanne Robet, 2006</p>","<p>Manifestation, enregistrement personnel de Jeanne Robet, 2006</p>",Slogans_anatoliens.mp3,,0,1,1259260442,1,Manifestants,NULL,manifestation,Turc
220,3,1,Tu viens chéri(e),"<p>Bernard Heidsieck, extrait du poème sonore <em>Tu viens chéri(e)</em>, 1975</p>","<p>Bernard Heidsieck, extrait du poème sonore <em>Tu viens chéri(e)</em>, 1975</p>",tu_viens_cherie_0.mp3,audio/mpeg,1238258,1,1297153518,1,Bernard Heidsieck,Fanny de Chaillé,poésie,français
222,3,1,Ça va venir,"<p>Extrait d'un prêche à Kinshasa, enregistrement personnel de Manuel Coursin, 2004</p>","<p>Extrait d'un prêche à Kinshasa, enregistrement personnel de Manuel Coursin, 2004</p>",ca_va_venir.mp3,audio/mpeg,1861792,1,1297428317,1,Prêtre congolais,Manuel Coursin,Rituel,"français, swahili"
224,3,1,Alphabet hébreu,"<p>Enregistrement personnel d'Erik Bullot pour le film <em>Glossolalie</em>, 2005</p>","<p>Enregistrement personnel d'Erik Bullot pour le film <em>Glossolalie</em>, 2005</p>",Alphabet_hebreu.mp3,,0,1,1259260595,1,Récitant,Gauthier Tassart,tutoriel,hébreu
226,3,1,Auction chant,"<p>John Korrey, vente aux enchères, extrait du DVD <em>Chant of a Champion</em>, 2007</p>","<p>John Korrey, vente aux enchères, extrait du DVD <em>Chant of a Champion</em>, 2007</p>",Auction_chant.mp3,,0,1,1259260596,1,John Korrey,Frédéric Danos,Enchères,anglais
227,3,1,Avida Dollars,"<p>Salvador Dali, extrait du flexidisc <em>L'Apothéose du dollar,</em> 1971</p>","<p>Salvador Dali, extrait du flexidisc <em>L'Apothéose du dollar,</em> 1971</p>",Avida_Dollars.mp3,,0,1,1259260597,1,Salvador Dali,NULL,Message,français
228,3,1,BBB (1918),"<p>Raoul Hausmann, extrait de <em>Phonèmes</em>, 1956-1957</p>","<p>Raoul Hausmann, extrait de <em>Phonèmes</em>, 1956-1957</p>",BBB_1918.mp3,,0,1,1259260597,1,Raoul Hausmann,NULL,poésie,inconnue
229,3,1,Bagdad sous les bombes,"<p><span class=""author-g-di5l3x4p423t0n07"">Extrait d'un reportage en Irak, France Info, 2003</span></p>","<p><span class=""author-g-di5l3x4p423t0n07"">Extrait d'un reportage en Irak, France Info, 2003</span></p>",Bagdad_sous_les_bombes.mp3,,0,1,1259260598,1,Journaliste,NULL,Radio,français
230,3,1,Bienvenue,"<p>Gauthier Tassart, voix synthétique AT&amp;T, 2007</p>","<p>Gauthier Tassart, voix synthétique AT&amp;T, 2007</p>",Bienvenue.mp3,,0,1,1259260598,1,Présentateur,Gauthier Tassart,Message,français
231,3,1,Biopouvoir,"<p>Michel Foucault, extrait d<em>'</em>un cours au collège de France, 1975-1976</p>","<p>Michel Foucault, extrait d<em>'</em>un cours au collège de France, 1975-1976</p>",Biopouvoir.mp3,,0,1,1259260599,1,Michel Foucault,NULL,conférence,français
233,3,1,Cartoon de Grain,"<p>Extrait d'un commentaire de tiercé, 2007</p>","<p>Extrait d'un commentaire de tiercé, 2007</p>",cartoon_de_grain_0.mp3,audio/mpeg,1950876,1,1297413776,1,Tiercé,Fanny de Challié,Télévision,français
234,3,1,Chant de chamane,"<p>Chamane selknam, extrait de&nbsp; <em>Les voix du monde : une anthologie des expressions vocales</em>, 1996</p>","<p>Chamane selknam, extrait de&nbsp; <em>Les voix du monde : une anthologie des expressions vocales</em>, 1996</p>",Chant_de_chamane.mp3,,0,1,1259260600,1,Chamane Selknam,Joris Lacoste,Rituel,inconnue
236,3,1,Compte,"<p>Roman Opalka, extrait de l'enregistrement <em>1965/1-∞</em>, 1977</p>","<p>Roman Opalka, extrait de l'enregistrement <em>1965/1-∞</em>, 1977</p>",10_compte.mp3,audio/mpeg,3147149,1,1331743305,1,Roman Opalka,NULL,poésie,français
238,3,1,Écoutez attentivement,"<p>Extrait d'un disque pour apprendre l'allemand, source inconnue</p>","<p>Extrait d'un disque pour apprendre l'allemand, source inconnue</p>",Cours_dallemand.mp3,,0,1,1259260602,1,NULL,Gauthier Tassart,tutoriel,français
239,3,1,Cours de russe,"<p>Flexidisc soviétique, année inconnue</p>","<p>Flexidisc soviétique, année inconnue</p>",12_cours_de_russe.mp3,audio/mpeg,2231819,1,1331743308,1,Assimil',Gauthier Tassart,tutoriel,russe
242,3,1,Didgeridoo,"<p>Chant aborigène australien, extrait de <em>Les Voix du monde : une anthologie des expressions vocales</em>, 1996</p>","<p>Chant aborigène australien, extrait de <em>Les Voix du monde : une anthologie des expressions vocales</em>, 1996</p>",Didjeridoo.mp3,,0,1,1259260603,1,Aborigène Arnhem Land,NULL,Musique,langue aborigène
243,3,1,Discours de Hynkel,"<p>Charlie Chaplin, extrait du film <em>Le Dictateur</em>, 1940</p>","<p>Charlie Chaplin, extrait du film <em>Le Dictateur</em>, 1940</p>",Discours_de_Hynkel.mp3,,0,1,1259260604,1,Charlie Chaplin,NULL,Film,inconnue
244,3,1,J'ai des positions politiques,"<p>Claude Levi-Strauss et Georges Charbonnier, extrait de l'émission <em>Grands Entretiens</em>, France Culture, 1959</p>","<p>Claude Levi-Strauss et Georges Charbonnier, extrait de l'émission <em>Grands Entretiens</em>, France Culture, 1959</p>",Jai_des_positions_politiques.mp3,,0,1,1259260604,1,Claude Lévi-Strauss,Frédéric Danos,interview,français
247,3,1,L'an 35 de mes années,"<p>Extrait de la série <em>Histoire(s) du cinéma</em> de Jean-Luc Godard, 1988-1998</p>","<p>Extrait de la série <em>Histoire(s) du cinéma</em> de Jean-Luc Godard, 1988-1998</p>",Lan_35_de_mes_ann8ees.mp3,,0,1,1259260606,1,NULL,NULL,Film,français
249,3,1,Enfant Ernesto,"<p>Olivier Straub, Nadette Thinus, Raymond Gérard, extrait du film <em>En rachâchant </em>de Jean-Marie Straub et Danièle Huillet, 1982</p>","<p>Olivier Straub, Nadette Thinus, Raymond Gérard, extrait du film <em>En rachâchant </em>de Jean-Marie Straub et Danièle Huillet, 1982</p>",lenfant_ernesto_1.mp3,audio/mpeg,1608149,1,1297080912,1,Straub-Huillet,Couturier,Film,français
250,3,1,La garde à vue,"<p>Philippe Bilger, extrait de l'émission <em>Les Matins de France Culture,</em> 2009</p>","<p>Philippe Bilger, extrait de l'émission <em>Les Matins de France Culture,</em> 2009</p>",La_Garde_a_vue.mp3,,0,1,1259260607,1,Philippe Bilger,Grégory Castéra,interview,français
251,3,1,La journée nationale du bégaiement,"<p>Extrait d'un sujet diffusé sur France Info, 2007</p>","<p>Extrait d'un sujet diffusé sur France Info, 2007</p>",La_journee_nationale_du_begaiement.mp3,,0,1,1259260608,1,Journaliste,NULL,Radio,français
253,3,1,Le premier signal,"<p>Extrait du disque <em>147 heures avec Apollo 8</em>, 1968</p>","<p>Extrait du disque <em>147 heures avec Apollo 8</em>, 1968</p>",Le_premier_signal.mp3,,0,1,1259260609,1,Commentateur,NULL,Radio,français
258,3,1,Lowie me disait,"<p>Claude Levi-Strauss et Georges Charbonnier, extrait des <em>Grands Entretiens</em>, France Culture, 1959</p>","<p>Claude Levi-Strauss et Georges Charbonnier, extrait des <em>Grands Entretiens</em>, France Culture, 1959</p>",Lowie_me_disait.mp3,,0,1,1259260612,1,Claude Lévi-Strauss,Frédéric Danos,interview,français
260,3,1,Justice for the miners,"<p>Discours d'un mineur gréviste, extrait du disque&nbsp;<em>Shoulder to Shoulder</em>, 1985</p>","<p>Discours d'un mineur gréviste, extrait du disque&nbsp;<em>Shoulder to Shoulder</em>, 1985</p>",Mineur_en_greve.mp3,,0,1,1259260614,1,Mineur,NULL,Discours,anglais
261,3,1,Mon père,"<p>Charles Pennequin, extrait d'une lecture au Centre Pompidou, 2000</p>","<p>Charles Pennequin, extrait d'une lecture au Centre Pompidou, 2000</p>",Mon_pere.mp3,,0,1,1259260615,1,Charles Pennequin,NULL,poésie,français
262,3,1,Nécrologie,"<p>Scène de maison de retraite, enregistrement personnel de Gauthier Tassart, 2007</p>","<p>Scène de maison de retraite, enregistrement personnel de Gauthier Tassart, 2007</p>",necrologie.mp3,audio/mpeg,4052163,1,1297081031,1,Retraité,Gauthier Tassart,quotidien,français
263,3,1,Ni putes ni soumises,"<p>Manifestation, enregistrement personel de Frédéric Danos, 2003</p>","<p>Manifestation, enregistrement personel de Frédéric Danos, 2003</p>",Ni_putes.mp3,,0,1,1259260616,1,Manifestantes,Frédéric Danos,slogan,français
1366,4,1,A for atom,"<p>Lecture de <em>Atomic Alphabet</em> par Chris Burden, 1982</p>","<p>Lecture de <em>Atomic Alphabet</em> par Chris Burden, 1982</p>",atomic_alphabet.mp3,audio/mpeg,1250791,1,1297063792,1,Chris Burden,NULL,lecture,anglais
1365,4,1,Petite leçon d'argot,"<p>Extrait de l'émission <em>Champ libre</em>, Télévision Suisse Romande, 1966</p>","<p>Extrait de l'émission <em>Champ libre</em>, Télévision Suisse Romande, 1966</p>",petite_lecon_d_argot.mp3,audio/mpeg,4500454,1,1297081052,1,NULL,NULL,Télévision,français
267,3,1,Numérotation en coréen,"<p>Enregistrement personnel d'Erik Bullot pour le film <em>Glossolalie</em>, 2005</p>","<p>Enregistrement personnel d'Erik Bullot pour le film <em>Glossolalie</em>, 2005</p>",Numeration_en_coreen.mp3,,0,1,1259260619,1,Récitant,Gauthier Tassart,tutoriel,coréen
274,3,1,Basket of biscuits,"<p>Test radio, extrait d'un enregistrement pour le film <em>Tongue Twisters</em> d'Érik Bullot, 2007</p>","<p>Test radio, extrait d'un enregistrement pour le film <em>Tongue Twisters</em> d'Érik Bullot, 2007</p>",test_radio_02_1.mp3,audio/mpeg,3458684,1,1297081143,1,NULL,NULL,Message,anglais
275,3,1,Un croc de boucher,"<p>Dominique de Villepin, extrait d'une déclaration à la presse en marge du procès Clearstream, 2009</p>","<p>Dominique de Villepin, extrait d'une déclaration à la presse en marge du procès Clearstream, 2009</p>",Un_Croc_de_boucher.mp3,,0,1,1259260648,1,Dominique de Villepin,Frédéric Danos,interview,français
1070,4,1,Les résidus de Dan Graham,"<p>Pierre-Yves Macé, montage à partir d'une interview de Dan Graham, 2009</p>","<p>Pierre-Yves Macé, montage à partir d'une interview de Dan Graham, 2009</p>",graham_residus.mp3,audio/mpeg,180799,1,1276881903,1,NULL,NULL,interview,anglais
850,1,1,06 13 45 14 53,"<p>Anne-James Chaton, extrait de la performance <em>Le Plasticien</em>, 2008</p>","<p>Anne-James Chaton, extrait de la performance <em>Le Plasticien</em>, 2008</p>",06_13_14_55_43.mp3,,0,1,1259315608,1,Anne James Chaton,NULL,performance,français
1071,4,1,"Will you promise right now, Dad ?","<p>David Hasselhoff, extrait d'une vidéo postée sur YouTube, années 2000</p>","<p>David Hasselhoff, extrait d'une vidéo postée sur YouTube, années 2000</p>",hasselhoff.mp3,audio/mpeg,1023506,1,1276881906,1,David Hasselhoff,Frédéric Danos,Message,anglais
1072,4,1,Mortacrédit',"<p>Lecture de Céline par un russe non francophone, extrait d'un enregistrement personnel de Cédric Anglaret, années 2000</p>","<p>Lecture de Céline par un russe non francophone, extrait d'un enregistrement personnel de Cédric Anglaret, années 2000</p>",lecture_mortacredit.mp3,audio/mpeg,984853,1,1276881910,1,NULL,Cédric Anglaret,lecture,français
1073,4,1,Tchic tchic dah (générique),"<p>Nicolas Rollet, extrait d'un enregistrement personnel de Nicolas Rollet, 1985</p>","<p>Nicolas Rollet, extrait d'un enregistrement personnel de Nicolas Rollet, 1985</p>",mini_rollet.mp3,audio/mpeg,61156,1,1276881913,1,Nicolas Rollet,Pierre-Yves Macé,quotidien,français
1074,4,1,"Le côté, l'enfance","<p>Patrick Modiano, extrait de l'émission <em>Un Siècle d’écrivain</em>, France 3, 1996</p>","<p>Patrick Modiano, extrait de l'émission <em>Un Siècle d’écrivain</em>, France 3, 1996</p>",29_modiano_enfance.mp3,audio/mpeg,2513941,1,1331743322,1,Patrick Mondiano,Pierre-Yves Macé,interview,français
1089,4,1,A few words to sing,"<p>&nbsp;Luisa Castellani, extrait de <em>Sequenza III</em> de Luciano Berio, 1998</p>","<p>&nbsp;Luisa Castellani, extrait de <em>Sequenza III</em> de Luciano Berio, 1998</p>",1-03_Sequenza_III_for_female_voice-01.mp3,audio/mpeg,1339092,1,1277036332,1,Berio,Pierre-Yves,Musique,italien
1076,4,1,Montage 2,"<p>Pierre-Yves Macé, montage de documents issus du corpus <em>Résidus</em> de l'Encyclopédie de la parole, 2009</p>","<p>Pierre-Yves Macé, montage de documents issus du corpus <em>Résidus</em> de l'Encyclopédie de la parole, 2009</p>",montage2.mp3,audio/mpeg,1528189,1,1276882109,1,NULL,Pierre-Yves Macé,montage,diverses
1077,4,1,Montage 3,"<p>Pierre-Yves Macé, montage de documents issus du corpus <em>Résidus</em> de l'Encyclopédie de la parole, 2009</p>","<p>Pierre-Yves Macé, montage de documents issus du corpus <em>Résidus</em> de l'Encyclopédie de la parole, 2009</p>",montage3.mp3,audio/mpeg,1538638,1,1276882110,1,NULL,Pierre-Yves Macé,montage,diverses
1078,4,1,Montage 4,"<p>Pierre-Yves Macé, montage de documents issus du corpus <em>Résidus</em> de l'Encyclopédie de la parole, 2009</p>","<p>Pierre-Yves Macé, montage de documents issus du corpus <em>Résidus</em> de l'Encyclopédie de la parole, 2009</p>",montage_nettoyage.mp3,audio/mpeg,1646272,1,1276882112,1,NULL,Pierre-Yves Macé,montage,diverses
1079,4,1,Montage 5,"<p>Pierre-Yves Macé, montage de documents issus du corpus <em>Résidus</em> de l'Encyclopédie de la parole, 2009</p>","<p>Pierre-Yves Macé, montage de documents issus du corpus <em>Résidus</em> de l'Encyclopédie de la parole, 2009</p>",montage_nettoyage_inverse.mp3,audio/mpeg,759162,1,1276882114,1,NULL,Pierre-Yves Macé,montage,diverses
1080,4,1,Orthophonie,"<p>Scène de rééducation, extrait d'une vidéo postée sur YouTube, 2008</p>","<p>Scène de rééducation, extrait d'une vidéo postée sur YouTube, 2008</p>",orthophonie.mp3,audio/mpeg,1180241,1,1276882118,1,aphasique,Frédéric Danos,quotidien,français
1081,4,1,"Moi, qu'est-ce que j'ai comme blé ?","<p>Fernand Raynaud, extrait du sketch <em>Ça eut payé (le paysan)</em>, années 60</p>","<p>Fernand Raynaud, extrait du sketch <em>Ça eut payé (le paysan)</em>, années 60</p>",2_09_ca_eut_paye9_le_paysan.mp3,audio/mpeg,1206774,1,1331743323,1,Fernand Raynaud,Frédéric Danos,sketch,français
1082,4,1,Portrait sonore de Jeff Koons,"<p>Jeff Koons, extrait du portrait sonore <em>Static Language Sampler</em> de Language Removal Service, années 2000</p>","<p>Jeff Koons, extrait du portrait sonore <em>Static Language Sampler</em> de Language Removal Service, années 2000</p>",removal_koons.mp3,audio/mpeg,349550,1,1276882125,1,Jeff Koons,Pierre-Yves Macé,poésie,anglais
1083,4,1,Portrait sonore de Marylin Monroe,"<p>Marilyn Monroe, extrait du portrait sonore <em>Static Language Sampler</em> de Language Removal Service, années 2000</p>","<p>Marilyn Monroe, extrait du portrait sonore <em>Static Language Sampler</em> de Language Removal Service, années 2000</p>",removal_monroe.mp3,audio/mpeg,376718,1,1276882128,1,Marilyn Monroe,Pierre-Yves Macé,poésie,anglais
1084,4,1,Portrait sonore de Sylvester Stallone,"<p>Sylvester Stallone, extrait du portrait sonore <em>Static Language Sampler</em> de Language Removal Service, années 2000</p>","<p>Sylvester Stallone, extrait du portrait sonore <em>Static Language Sampler</em> de Language Removal Service, années 2000</p>",removal_stallone.mp3,audio/mpeg,468148,1,1276882132,1,Sylvester Stallone,Pierre-Yves Macé,poésie,anglais
1085,4,1,Roux 1,"<p>Extrait de la pièce sonore <em>Résidus</em> de Sébastien Roux, Encyclopédie de la parole, 2008</p>","<p>Extrait de la pièce sonore <em>Résidus</em> de Sébastien Roux, Encyclopédie de la parole, 2008</p>",roux1.mp3,audio/mpeg,380366,1,1276882304,1,NULL,NULL,pièce sonore,diverses
1086,4,1,Roux 2,"<p>Extrait de la pièce sonore <em>Résidus</em> de Sébastien Roux, Encyclopédie de la parole, 2008</p>","<p>Extrait de la pièce sonore <em>Résidus</em> de Sébastien Roux, Encyclopédie de la parole, 2008</p>",roux2.mp3,audio/mpeg,351631,1,1276882305,1,NULL,NULL,pièce sonore,diverses
1087,4,1,Roux 3,"<p>Extrait de la pièce sonore <em>Résidus</em> de Sébastien Roux, Encyclopédie de la parole, 2008</p>","<p>Extrait de la pièce sonore <em>Résidus</em> de Sébastien Roux, Encyclopédie de la parole, 2008</p>",roux3.mp3,audio/mpeg,491125,1,1276882307,1,NULL,NULL,pièce sonore,diverses
1061,4,1,Voici San Ku Kaï,"<p>Speakerine, extrait des programmes d'Antenne 2, années 80</p>","<p>Speakerine, extrait des programmes d'Antenne 2, années 80</p>",speakerine.mp3,audio/mpeg,671766,1,1276526502,1,Speakerine,NULL,Télévision,français
632,3,1,Paf !,"<p>Louis de Funès, extrait du film <em>Hibernatus</em> d'Édouard Molinaro, 1969</p>","<p>Louis de Funès, extrait du film <em>Hibernatus</em> d'Édouard Molinaro, 1969</p>",Paf_.mp3,,0,1,1259262602,1,Louis de Funès,Frédéric Danos,Film,français
606,3,1,Der Minister,"<p>Jaap Blonk, extrait du disque <em>Flux de Bouche</em>, 1993</p>","<p>Jaap Blonk, extrait du disque <em>Flux de Bouche</em>, 1993</p>",03_Der_Minister_I.mp3,,0,1,1259262591,1,Jaap Blonk,NULL,poésie,allemand
607,3,1,Flux de bouche,"<p>Jaap Blonk, extrait de l'album <em>Flux de Bouche</em>, 1993</p>","<p>Jaap Blonk, extrait de l'album <em>Flux de Bouche</em>, 1993</p>",14_flux_de_bouche_1.mp3,audio/mpeg,2965492,1,1297866708,1,Jaap Blonk,NULL,poésie,inconnue
610,3,1,Formation élémentaire,"<p>Entretien avec un militaire, extrait de l'émission <em>Sur les docks</em>, France Culture, 2008</p>","<p>Entretien avec un militaire, extrait de l'émission <em>Sur les docks</em>, France Culture, 2008</p>",Acronymes_militaires_2.mp3,,0,1,1259262593,1,Militaire,Frédéric danos,interview,français
1220,4,1,Do you feel blame,"<p>Charles Manson, extrait d'un entretien avec Heidi Shulman, <em>Today Show</em>, 1987</p>","<p>Charles Manson, extrait d'un entretien avec Heidi Shulman, <em>Today Show</em>, 1987</p>",do_you_feel_blame.mp3,audio/mpeg,484889,1,1297080477,1,Charles Manson,NULL,interview,anglais
1063,4,1,On doit reconnaître leurs raisons,"<p>Jacques Rancière, extrait de l'émission <em>Les chemins de la connaissance</em>, France Culture, 1976</p>","<p>Jacques Rancière, extrait de l'émission <em>Les chemins de la connaissance</em>, France Culture, 1976</p>",Ranciere1.mp3,audio/mpeg,498966,1,1276881888,1,Jacques Rancière,Pierre-Yves Macé,interview,français
614,3,1,Cheval-mouvement,"<p>Olivier Cadiot, extrait du texte <em>Mr Solo</em>, enregistrement personnel, années 80</p>","<p>Olivier Cadiot, extrait du texte <em>Mr Solo</em>, enregistrement personnel, années 80</p>",Cheval-mouvement.mp3,,0,1,1259262594,1,Olivier Cadiot,NULL,lecture,français
615,3,1,Comment j'ai appris à ne pas,"<p>Jérôme Game, extrait d'une lecture au cipM (Marseille), 2005</p>","<p>Jérôme Game, extrait d'une lecture au cipM (Marseille), 2005</p>",Comment_jai_appris_a_ne_pas_2.mp3,,0,1,1259262595,1,Jérôme Game,NULL,poésie,français
616,3,1,Compresseur de temps,"<p>Grand Magasin, extrait du spectacle <em>5ème Forum International du Cinéma d'Entreprise</em>, 2005</p>","<p>Grand Magasin, extrait du spectacle <em>5ème Forum International du Cinéma d'Entreprise</em>, 2005</p>",Compresseur_de_temps.mp3,,0,1,1259262595,1,Grand magasin,NULL,théâtre,français
618,3,1,Dictaphone,"<p>Françoise Sagan, extrait de l'émission <em>Midi2</em>, Antenne 2, 1985</p>","<p>Françoise Sagan, extrait de l'émission <em>Midi2</em>, Antenne 2, 1985</p>",Dictaphone_2.mp3,,0,1,1259262596,1,françoise Sagan,NULL,interview,français
619,3,1,E.P.Q.,"<p>Pierre Guyotat, extrait d'un enregistrement personnel, 1976</p>","<p>Pierre Guyotat, extrait d'un enregistrement personnel, 1976</p>",E.P.Q.mp3,,0,1,1259262596,1,Pierre Guyotat,NULL,lecture,français
620,3,1,If you actually go there,"<p>Michael Pitt, extrait du film <em>Last Days</em> de Gus Van Sant, 2005</p>","<p>Michael Pitt, extrait du film <em>Last Days</em> de Gus Van Sant, 2005</p>",Grommellement.mp3,,0,1,1259262597,1,Michaël Pitt,NULL,Film,anglais
621,3,1,Hebs,"<p>Rim-K, extrait a capella de <em>Banlieue </em>de Booba, 2005</p>","<p>Rim-K, extrait a capella de <em>Banlieue </em>de Booba, 2005</p>",Hebs.mp3,,0,1,1259262597,1,Rim K,Grégory Castéra,rap,français
622,3,1,J'ai collé mes frelots,"<p>MC Jean Gab'1, extrait a capella <em>J'emmerde</em>, 2002</p>","<p>MC Jean Gab'1, extrait a capella <em>J'emmerde</em>, 2002</p>",Jai_colle_mes_frelots.mp3,,0,1,1259262598,1,MC Jean Gab'1,NULL,rap,français
1064,4,1,C'est le saint-simonisme,"<p>Jacques Rancière, extrait de l'émission <em>Les Chemins de la connaissance</em>"", France Culture, 1976</p>","<p>Jacques Rancière, extrait de l'émission <em>Les Chemins de la connaissance</em>"", France Culture, 1976</p>",Ranciere2.mp3,audio/mpeg,451946,1,1276881889,1,Jacques Rancière,Pierre-Yves Macé,interview,français
