230,3,1,Bienvenue,"<p>Gauthier Tassart, voix synthétique AT&amp;T, 2007</p>","<p>Gauthier Tassart, voix synthétique AT&amp;T, 2007</p>",Bienvenue.mp3,,0,1,1259260598,1,Présentateur,"Gauthier Tassart",Message,français,4.93715,0:05,54,52,Cadences
247,3,1,"L'an 35 de mes années","<p>Extrait de la série <em>Histoire(s) du cinéma</em> de Jean-Luc Godard, 1988-1998</p>","<p>Extrait de la série <em>Histoire(s) du cinéma</em> de Jean-Luc Godard, 1988-1998</p>",Lan_35_de_mes_ann8ees.mp3,,0,1,1259260606,1,NULL,NULL,Film,français,14.70695,0:15,54,53,Cadences
1193,4,1,"Woodchuck chuck","<p>extrait du film <em>How much would a Woodchuck chuck</em> de Werner Herzog, 1976</p>","<p>extrait du film <em>How much would a Woodchuck chuck</em> de Werner Herzog, 1976</p>",woodchuck_chuck.mp3,audio/mpeg,4887038,1,1297081232,1,NULL,NULL,Film,anglais,122.12245,2:02,54,54,Cadences
1199,4,1,"Première descente à la mine","<p>Témoignage, extrait du disque <em>Paroles de gueules noires</em>, 2002</p>","<p>Témoignage, extrait du disque <em>Paroles de gueules noires</em>, 2002</p>",premiere_descente_a_la_mine.mp3,audio/mpeg,3539166,1,1297081077,1,mineur,NULL,témoignage,français,88.4245,1:28,54,55,Cadences
1200,4,1,Brouhaha,"<p>Scène de prière des évangélistes de la Montagne de feu, enregistrement personnel de Frédéric Danos, 2010</p>","<p>Scène de prière des évangélistes de la Montagne de feu, enregistrement personnel de Frédéric Danos, 2010</p>",brouhaha.mp3,audio/mpeg,2407490,1,1297063855,1,NULL,NULL,Rituel,inconnue,60.133875,1:00,61,1,Choralit�s
823,1,1,Décompte,"<p>Extrait de l'émission <em>Sur les Docks</em>, France Culture, 2009</p>","<p>Extrait de l'émission <em>Sur les Docks</em>, France Culture, 2009</p>",decompte.mp3,audio/mpeg,944633,1,1326049243,1,"Match de catch","Frédéric danos","commentaire sportif",français,23.56245,0:24,61,2,Choralit�s
218,3,1,"Slogans anatoliens","<p>Manifestation, enregistrement personnel de Jeanne Robet, 2006</p>","<p>Manifestation, enregistrement personnel de Jeanne Robet, 2006</p>",Slogans_anatoliens.mp3,,0,1,1259260442,1,Manifestants,NULL,manifestation,Turc,29.178775,0:29,61,3,Choralit�s
1202,4,1,"L'être d'un être","<p>Extrait de la performance <em>Le Foyer/le Chœur</em> de Gwénaël Morin, Théâtre de l'Élysée (Lyon), 2007</p>","<p>Extrait de la performance <em>Le Foyer/le Chœur</em> de Gwénaël Morin, Théâtre de l'Élysée (Lyon), 2007</p>",l_etre_d_un_etre.mp3,audio/mpeg,618656,1,1297080705,1,NULL,NULL,performance,français,15.41225,0:15,61,4,Choralit�s
1203,4,1,Haka,"<p>All-Blacks, rituel d'avant-match, 2010</p>","<p>All-Blacks, rituel d'avant-match, 2010</p>",haka.mp3,audio/mpeg,1587242,1,1297080582,1,All-Blacks,NULL,coutume,maori,39.627775,0:40,61,5,Choralit�s
2013,9,1,"Five time five","<p>Extrait d'une récitation en classe, source inconnue&nbsp;﻿</p>","<p>Extrait d'une récitation en classe, source inconnue&nbsp;﻿</p>",five_time_five.mp3,audio/mpeg,794480,1,1390826853,1,NULL,NULL,quotidien,anglais,33.096,0:33,61,6,Choralit�s
846,1,1,Together,"<p>Prière collective de l'église Church Universal and Triumphant, extrait de la compilation&nbsp;<em>The Sounds of American Doomsday Cults, v.14</em>, 1984</p>","<p>Prière collective de l'église Church Universal and Triumphant, extrait de la compilation&nbsp;<em>The Sounds of American Doomsday Cults, v.14</em>, 1984</p>",Together.mp3,,0,1,1259314836,1,"Church Universal And Triumphant","Grégory Castéra",Rituel,anglais,150.125725,2:30,61,7,Choralit�s
830,1,1,"Inversnaid (10 ans)","<p>Récitation d'un poème de G. M. Hopkins par des écoliers, enregistrement de Jay Salter, 1998</p>","<p>Récitation d'un poème de G. M. Hopkins par des écoliers, enregistrement de Jay Salter, 1998</p>",Hopkins_10_ans.mp3,,0,1,1259314828,1,écoliers,"stacy doris",poésie,anglais,75.57225,1:16,61,8,Choralit�s
1206,4,1,"À la vie éternelle","<p>Liturgie catholique, extrait de l'émission <em>La Messe</em>, France Culture, 2011</p>","<p>Liturgie catholique, extrait de l'émission <em>La Messe</em>, France Culture, 2011</p>",a_la_vie_ternelle.mp3,audio/mpeg,1919556,1,1297063786,1,NULL,NULL,Rituel,français,47.9347,0:48,61,9,Choralit�s
847,1,1,"Un bon français","<p>Maurice Pialat et des enfants, extrait de la série télé <em>La Maison dans les bois </em> de Maurice Pialat, 1970</p>","<p>Maurice Pialat et des enfants, extrait de la série télé <em>La Maison dans les bois </em> de Maurice Pialat, 1970</p>",Un_Bon_Francais.mp3,,0,1,1259314836,1,Enfants,"Frédéric Danos",Film,français,38.765725,0:39,61,10,Choralit�s
1207,4,1,"I scream for ice cream","<p>Roberto Benigni, Tom Waits, John Lurie, extrait du film <em>Down by Law</em> de Jim Jarmush, 1986</p>","<p>Roberto Benigni, Tom Waits, John Lurie, extrait du film <em>Down by Law</em> de Jim Jarmush, 1986</p>",i_scream_for_ice_cream.mp3,audio/mpeg,3996794,1,1297080595,1,"Roberto Benigni, Tom Waits, John Lurie",NULL,Film,anglais,99.866125,1:40,61,11,Choralit�s
1208,4,1,"Slogans népalais","<p>Manifestation, extrait d'une vidéo postée sur YouTube, 2007</p>","<p>Manifestation, extrait d'une vidéo postée sur YouTube, 2007</p>",slogans_nepalais1.mp3,audio/mpeg,1271695,1,1297081130,1,manifestation,NULL,manifestation,népalais,27.9249,0:28,61,12,Choralit�s
834,1,1,"Au service du Maréchal","<p>Jeunesses pétainistes, extrait du film <em>Le Chagrin et la pitié</em> de Marcel Ophuls, 1969</p>","<p>Jeunesses pétainistes, extrait du film <em>Le Chagrin et la pitié</em> de Marcel Ophuls, 1969</p>",Jeunesses_petainistes.mp3,,0,1,1259314830,1,NULL,NULL,instruction,français,22.28245,0:22,61,13,Choralit�s
1966,4,1,"Mic check","<p>Extrait d'une assemblée générale à Occupy Wall Street, 2011</p>","<p>Extrait d'une assemblée générale à Occupy Wall Street, 2011</p>",mic_check.mp3,audio/mpeg,805663,1,1381825213,1,NULL,NULL,,,33.567291666667,0:34,61,14,Choralit�s
2008,9,1,"Donnez moi un Y","<p>Scène de métro, extrait d'un enregistrement posté sur Audioboo, 2011&nbsp;﻿</p>","<p>Scène de métro, extrait d'un enregistrement posté sur Audioboo, 2011&nbsp;﻿</p>",donnez_moi_un_y.mp3,audio/mpeg,899888,1,1390826851,1,NULL,NULL,quotidien,français,37.488,0:37,61,15,Choralit�s
1211,4,1,"Le seigneur soit avec vous","<p>Liturgie catholique, extrait de l'émission <em>La Messe</em>, France Culture, 2011</p>","<p>Liturgie catholique, extrait de l'émission <em>La Messe</em>, France Culture, 2011</p>",le_seigneur_soit_avec_vous.mp3,audio/mpeg,931068,1,1297080770,1,prêtre,NULL,Rituel,français,23.222875,0:23,61,16,Choralit�s
829,1,1,Guignol,"<p>Extrait d'un spectacle de Guignol, vidéo postée sur YouTube, années 2000</p>","<p>Extrait d'un spectacle de Guignol, vidéo postée sur YouTube, années 2000</p>",Guignol.mp3,,0,1,1259314827,1,Enfants,"Joris Lacoste",théâtre,français,15.151025,0:15,61,17,Choralit�s
1210,4,1,"Où sont mes droits ?","<p>Action réalisée par le collectif DurEs à queer, Nantes, 2010</p>","<p>Action réalisée par le collectif DurEs à queer, Nantes, 2010</p>",31_ou_sont_mes_droits.mp3,audio/mpeg,4231754,1,1331743324,1,manifestation,NULL,manifestation,français,105.69145,1:46,61,18,Choralit�s
845,1,1,"She's a witch","<p>Extrait du film <em>Monty Python and the Holy Grail</em> de Terry Jones &amp; Terry Gilliam, 1975</p>","<p>Extrait du film <em>Monty Python and the Holy Grail</em> de Terry Jones &amp; Terry Gilliam, 1975</p>",Shes_a_witch.mp3,,0,1,1259314835,1,"Monty Pyton","Frédéric danos",Film,anglais,36.8849,0:37,61,19,Choralit�s
1213,4,1,"Moi j'penserai","<p>Extrait d'une répétition de la chorale de l'Encyclopédie, enregistrement personnel d'Olivier Normand, 2010</p>","<p>Extrait d'une répétition de la chorale de l'Encyclopédie, enregistrement personnel d'Olivier Normand, 2010</p>",moi_j_penserai.mp3,audio/mpeg,1018827,1,1297080962,1,"la chorale de l'Encyclopédie",NULL,performance,français,25.41715,0:25,61,20,Choralit�s
2016,9,1,"Tu me l'écris je peux p'têtre te dire","<p>Scène de dîner, enregistrement personnel de Valérie Louys, 2013&nbsp;﻿</p>","<p>Scène de dîner, enregistrement personnel de Valérie Louys, 2013&nbsp;﻿</p>",tu_me_l_ecris.mp3,audio/mpeg,4562672,1,1390826902,1,NULL,"Valérie Louys",quotidien,français,190.104,3:10,61,21,Choralit�s
821,1,1,"Bouge pas","<p>Extrait d'une séance d'instruction de tir, source inconnue</p>","<p>Extrait d'une séance d'instruction de tir, source inconnue</p>",Bouge_pas.mp3,,0,1,1259314824,1,Instructeur,NULL,instruction,français,5.3551,0:05,61,22,Choralit�s
832,1,1,Incroyable,"<p>Extrait d'un commentaire de football, années 2000</p>","<p>Extrait d'un commentaire de football, années 2000</p>",Incroyable.mp3,,0,1,1259314829,1,"Commentaire sportif",NULL,"commentaire sportif",français,40.045725,0:40,61,23,Choralit�s
222,3,1,"Ça va venir","<p>Extrait d'un prêche à Kinshasa, enregistrement personnel de Manuel Coursin, 2004</p>","<p>Extrait d'un prêche à Kinshasa, enregistrement personnel de Manuel Coursin, 2004</p>",ca_va_venir.mp3,audio/mpeg,1861792,1,1297428317,1,"Prêtre congolais","Manuel Coursin",Rituel,"français, swahili",113.893875,1:54,61,24,Choralit�s
840,1,1,"Où irait-elle ?","<p>Marguerite Duras et Gérard Depardieu, extrait du film <em>Le Camion</em> de Marguerite Duras, 1977</p>","<p>Marguerite Duras et Gérard Depardieu, extrait du film <em>Le Camion</em> de Marguerite Duras, 1977</p>",Ou_irait-elle__.mp3,,0,1,1259314833,1,"Marguerite Duras et Gérard Depardieu",NULL,Film,français,71.2098,1:11,61,25,Choralit�s
2018,9,1,"Les carottes sont cuites","<p>Philippe Chaine, François Christophe, enregistrement du générique d'une fiction radio, extrait du livre <em>Rouge Micro </em>de Temps Machine, Diaphane éditions, 2013&nbsp;﻿</p>","<p>Philippe Chaine, François Christophe, enregistrement du générique d'une fiction radio, extrait du livre <em>Rouge Micro </em>de Temps Machine, Diaphane éditions, 2013&nbsp;﻿</p>",lescarottessontcuites.mp3,audio/mpeg,3413552,1,1390826876,1,"Philippe Chaine, François Christophe","Temps Machine",Radio,français,142.224,2:22,61,26,Choralit�s
