nid,type,language,uid,status,created,changed,comment,promote,moderate,sticky,tnid,translate,vid,revision_uid,title,body,teaser,log,revision_timestamp,format,name,picture,data,path,field_mp3['0']['fid'],field_mp3['0']['uid'],field_mp3['0']['filename'],field_mp3['0']['filepath'],field_mp3['0']['filemime'],field_mp3['0']['filesize'],field_mp3['0']['status'],field_mp3['0']['timestamp'],field_mp3['0']['list'],field_mp3['0']['data'],field_artiste['0']['value'],field_ordre['0']['value'],field_article['0']['nid'],field_compositeur['0']['value'],field_genre['0']['value'],field_langue['0']['value'],_workflow,taxonomy['2']['61'],taxonomy['2']['114'],taxonomy['2']['126'],taxonomy['tags']['3'],taxonomy['tags']['4'],menu['link_title'],menu['mlid'],menu['plid'],menu['menu_name'],menu['weight'],menu['module'],menu['expanded'],menu['hidden'],menu['has_children'],menu['customized'],menu['parent_depth_limit'],taxonomy['2']['113'],taxonomy['2']['55'],taxonomy['2']['57'],taxonomy['2']['124'],taxonomy['2']['54'],taxonomy['2']['79'],taxonomy['2']['125'],field_langue['1']['value'],taxonomy['2']['52'],taxonomy['2']['50'],taxonomy['2']['53'],taxonomy['2']['48'],taxonomy['2']['58'],taxonomy['2']['63'],field_mp3['0'],taxonomy['2']['51'],taxonomy['2']['62'],field_mp3['0']['data']['description'],field_genre['1']['value']
682,corpus,,3,1,1260641333,1389890726,0,0,0,0,0,0,682,0,Machine à écrire,"<p>Extrait du film <em>Mesrine</em> de Jean-François Richet, 2008</p>","<p>Extrait du film <em>Mesrine</em> de Jean-François Richet, 2008</p>",Importerad by corpus importation module by bachir | 2009-11-26 20:16:50 +0100.,1389890726,1,bachir,,"a:1:{s:13:""form_build_id"";s:37:""form-db4a42aedd738cd1dc169caeefd625de"";}",corpus/indexations/track-machine-ecrire,1408,4,machine_a_ecrire_0.mp3,sites/default/files/corpus/machine_a_ecrire_0.mp3,audio/mpeg,1426340,1,1297526821,1,NULL,Jean-François Richet,NULL,NULL,Frédéric danos,128,130,3,,,,Film,français,,0,0,primary-links,0,menu,0,0,0,0,8,,,,,,,,,,,53,,,,,,,,
683,corpus,,3,1,1260641421,1389890726,0,0,0,0,0,0,683,0,Matelote d'anguille,"<p>Maïté et Micheline, extrait de l'émission <em>La Cuisine des mousquetaires</em>, 1992</p>","<p>Maïté et Micheline, extrait de l'émission <em>La Cuisine des mousquetaires</em>, 1992</p>",Importerad by corpus importation module by bachir | 2009-11-26 20:16:50 +0100.,1389890726,1,bachir,,"a:1:{s:13:""form_build_id"";s:37:""form-db4a42aedd738cd1dc169caeefd625de"";}",corpus/focalisations/track-matelote-danguille,1364,4,matelote_danguille_1.mp3,sites/default/files/corpus/matelote_danguille_1.mp3,audio/mpeg,5922538,1,1297153513,1,NULL,Maïté,NULL,1834,NULL,94,130,3,,,,Télévision,français,,0,0,primary-links,0,menu,0,0,0,0,8,113,,,,,,,,,,53,,,,,,,,
687,corpus,,3,1,1260641333,1389890726,0,0,0,0,0,0,687,0,Une télécommande pour ton magnétoscope,"<p>Conversation téléphonique, extrait d'un enregistrement personnel de Nicolas Rollet, 2007</p>","<p>Conversation téléphonique, extrait d'un enregistrement personnel de Nicolas Rollet, 2007</p>",Importerad by corpus importation module by bachir | 2009-11-26 20:16:52 +0100.,1389890726,1,bachir,,"a:1:{s:13:""form_build_id"";s:37:""form-db4a42aedd738cd1dc169caeefd625de"";}",corpus/indexations/track-une-telecommande-pour-ton-magnetoscope,566,3,Une_telecommande_pour_ton_magnetoscope.mp3,sites/default/files/corpus/Une_telecommande_pour_ton_magnetoscope.mp3,,0,1,1259263013,1,NULL,Téléphone,NULL,NULL,Nicolas Rollet,68,130,3,,,,quotidien,français,,0,0,primary-links,0,menu,0,0,0,0,8,,,,,,,,,,,53,,,,,,,,
696,corpus,,3,1,1260641398,1389890726,0,0,0,0,0,0,696,0,In Principio,"<p>Extrait de <em>A-Ronne</em> de Luciano Berio, texte d'Edoardo Sanguineti, 1974</p>","<p>Extrait de <em>A-Ronne</em> de Luciano Berio, texte d'Edoardo Sanguineti, 1974</p>",Importerad by corpus importation module by bachir | 2009-11-26 20:18:14 +0100.,1389890726,1,bachir,,"a:1:{s:13:""form_build_id"";s:37:""form-db4a42aedd738cd1dc169caeefd625de"";}",corpus/choralites/track-principio,1448,13,17_in_principio.mp3,sites/default/files/corpus/17_in_principio.mp3,audio/mpeg,4867051,1,1331743312,1,NULL,Luciano Berio,NULL,NULL,NULL,108,152,3,61,114,,Musique,diverses,,0,0,primary-links,0,menu,0,0,0,0,8,,,,,,,,,,,,,,,,,,,
701,corpus,,3,1,1260641397,1389890726,0,0,0,0,0,0,701,0,Le babil d'Orphée,"<p>Orphée Elimane Mbengue, enregistrement personnel de Julie Lacoste, 2008</p>","<p>Orphée Elimane Mbengue, enregistrement personnel de Julie Lacoste, 2008</p>",Importerad by corpus importation module by bachir | 2009-11-26 20:18:17 +0100.,1389890726,1,bachir,,"a:1:{s:13:""form_build_id"";s:37:""form-db4a42aedd738cd1dc169caeefd625de"";}",corpus/melodies/track-le-babil-dorphee,580,3,Le_babil_dOrphee.mp3,sites/default/files/corpus/Le_babil_dOrphee.mp3,,0,1,1259263097,1,NULL,Orphée Elimane Mbengue,NULL,NULL,Joris Lacoste,68,171,3,,114,,quotidien,inconnue,,0,0,primary-links,0,menu,0,0,0,0,8,,,,,,,,,,,,,,,,,,,
702,corpus,,3,1,1260641498,1389890726,0,0,0,0,0,0,702,0,Nous nous guidons de bicyclette,"<p>Bourvil, extrait de l'émission <em>Soyez les bienvenus</em>, Radio Mémoire, 1959</p>","<p>Bourvil, extrait de l'émission <em>Soyez les bienvenus</em>, Radio Mémoire, 1959</p>",Importerad by corpus importation module by bachir | 2009-11-26 20:18:17 +0100.,1389890726,1,bachir,,"a:1:{s:13:""form_build_id"";s:37:""form-db4a42aedd738cd1dc169caeefd625de"";}",corpus/timbres/track-nous-nous-guidons-de-bicyclette,581,3,Les_demandes_et_les_reponses.mp3,sites/default/files/corpus/Les_demandes_et_les_reponses.mp3,,0,1,1259263098,1,NULL,Bourvil,NULL,NULL,NULL,131,130,3,,,,interview,français,,0,0,primary-links,0,menu,0,0,0,0,8,,,57,,,,,,,,,,,,,,,,
703,corpus,,3,1,1260641498,1389890726,0,0,0,0,0,0,703,0,Let's From Some Loud Unworld's Most Rightful Wrong,"<p>e.e. cummings, extrait d'une lecture de <em>95 poems</em>, 1958</p>","<p>e.e. cummings, extrait d'une lecture de <em>95 poems</em>, 1958</p>",Importerad by corpus importation module by bachir | 2009-11-26 20:18:18 +0100.,1389890726,1,bachir,,"a:1:{s:13:""form_build_id"";s:37:""form-db4a42aedd738cd1dc169caeefd625de"";}",corpus/melodies/track-lets-some-loud-unworlds-most-rightful-wrong,582,3,Lets_From_Some_Loud_Unworlds_Most_Rightful_Wrong.mp3,sites/default/files/corpus/Lets_From_Some_Loud_Unworlds_Most_Rightful_Wrong.mp3,,0,1,1259263098,1,NULL,Cummings,NULL,NULL,NULL,70,133,3,,114,,poésie,anglais,,0,0,primary-links,0,menu,0,0,0,0,8,,,,,,,,,,,,,,,,,,,
1068,corpus,fr,4,1,1276881895,1389890739,0,0,0,0,0,0,1068,0,Juste avant de dévoiler mon secret,"<p>Erwan, extrait de l'émission <em>Secret Story</em>, TF1, 2007</p>","<p>Erwan, extrait de l'émission <em>Secret Story</em>, TF1, 2007</p>",Importerad by corpus importation module by admin | 2010-06-18 19:24:54 +0200.,1389890739,1,admin,,"a:1:{s:13:""form_build_id"";s:37:""form-c45e747db3180913718cdac76d270224"";}",corpus/residus/track-juste-avant-de-devoiler-mon-secret,941,4,erwann_residus.mp3,sites/default/files/corpus/erwann_residus.mp3,audio/mpeg,1504685,1,1276881896,1,NULL,Erwan,5,NULL,Joris Lacoste,94,130,3,,,,Télévision,français,,0,0,primary-links,0,menu,0,0,0,0,8,,,,,,,,,,,,,58,,,,,,
708,corpus,,3,1,1260641363,1389890726,0,0,0,0,0,0,708,0,De la lingerie,"<p>Conversation téléphonique, enregistrement personnel de Nicolas Rollet, 2007</p>","<p>Conversation téléphonique, enregistrement personnel de Nicolas Rollet, 2007</p>",Importerad by corpus importation module by bachir | 2009-11-26 20:20:09 +0100.,1389890726,1,bachir,,"a:1:{s:13:""form_build_id"";s:37:""form-db4a42aedd738cd1dc169caeefd625de"";}",corpus/plis/track-de-la-lingerie,,,,,,,,,,,Cliente,NULL,NULL,Nicolas Rollet,151,130,2,,,,conversation,français,,0,0,primary-links,0,menu,0,0,0,0,8,,,,,,,,,,,,,,,NULL,51,,,
709,corpus,,3,1,1260641361,1389890726,0,0,0,0,0,0,709,0,Une très belle lingerie,"<p>Conversation téléphonique, enregistrement personnel de Nicolas Rollet, 2007</p>","<p>Conversation téléphonique, enregistrement personnel de Nicolas Rollet, 2007</p>",Importerad by corpus importation module by bachir | 2009-11-26 20:20:10 +0100.,1389890726,1,bachir,,"a:1:{s:13:""form_build_id"";s:37:""form-db4a42aedd738cd1dc169caeefd625de"";}",corpus/plis/track-une-tres-belle-lingerie,588,3,Conversation_lingerie_2.mp3,sites/default/files/corpus/Conversation_lingerie_2.mp3,,0,1,1259263210,1,NULL,Cliente,NULL,NULL,Nicolas Rollet,151,130,4,,,,conversation,français,,0,0,primary-links,0,menu,0,0,0,0,8,,,,,,,,,,,,,,,,51,,,
710,corpus,,3,1,1260641362,1389890726,0,0,0,0,0,0,710,0,"Vas-y, lance-toi","<p>Extrait d'une émission sur RTL, 2008</p>","<p>Extrait d'une émission sur RTL, 2008</p>",Importerad by corpus importation module by bachir | 2009-11-26 20:20:10 +0100.,1389890726,1,bachir,,"a:1:{s:13:""form_build_id"";s:37:""form-db4a42aedd738cd1dc169caeefd625de"";}",corpus/plis/track-vas-y-lance-toi,589,3,Depeche_AFP.mp3,sites/default/files/corpus/Depeche_AFP.mp3,,0,1,1259263210,1,NULL,Animateur,NULL,NULL,NULL,96,130,3,,,,Radio,français,,0,0,primary-links,0,menu,0,0,0,0,8,,,,,,,,,,,,,,,,51,,,
711,corpus,,3,1,1260641499,1389890726,0,0,0,0,0,0,711,0,Elle pensa au loup,"<p>Fernandel, extrait d'une lecture de <em>La Chèvre de monsieur Seguin</em> d'Alphonse Daudet, 1955</p>","<p>Fernandel, extrait d'une lecture de <em>La Chèvre de monsieur Seguin</em> d'Alphonse Daudet, 1955</p>",Importerad by corpus importation module by bachir | 2009-11-26 20:20:11 +0100.,1389890726,1,bachir,,"a:1:{s:13:""form_build_id"";s:37:""form-db4a42aedd738cd1dc169caeefd625de"";}",corpus/plis/track-elle-pensa-au-loup,590,3,Elle_pensa_au_loup.mp3,sites/default/files/corpus/Elle_pensa_au_loup.mp3,,0,1,1259263211,1,NULL,Fernandel,NULL,NULL,NULL,104,130,4,,,,Conte,français,,0,0,primary-links,0,menu,0,0,0,0,8,,,,,,,,,,,,,,,,51,,,
713,corpus,,3,1,1260641499,1389890726,0,0,0,0,0,0,713,0,Would he like it ?,"<p>Gertrude Stein, lecture du poème&nbsp;<em>If I Told Him, A Completed Portrait of Picasso,</em> 1934-1935</p>","<p>Gertrude Stein, lecture du poème&nbsp;<em>If I Told Him, A Completed Portrait of Picasso,</em> 1934-1935</p>",Importerad by corpus importation module by bachir | 2009-11-26 20:20:11 +0100.,1389890726,1,bachir,,"a:1:{s:13:""form_build_id"";s:37:""form-db4a42aedd738cd1dc169caeefd625de"";}",corpus/melodies/track-would-he-it,592,3,If_I_told_him.mp3,sites/default/files/corpus/If_I_told_him.mp3,,0,1,1259263212,1,NULL,Gertrude Stein,NULL,NULL,NULL,70,133,3,,114,,poésie,anglais,,0,0,primary-links,0,menu,0,0,0,0,8,,,,,,,,,,,,,,,,,,,
1753,corpus,fr,4,1,1297184566,1389890754,0,1,0,0,0,0,1753,0,Il est tombé assez amoureux,"<p>Dominique Bagouet, extrait d'un entretien pour la télévision, 1988</p>","<p>Dominique Bagouet, extrait d'un entretien pour la télévision, 1988</p>",,1389890754,1,admin,,"a:1:{s:13:""form_build_id"";s:37:""form-c45e747db3180913718cdac76d270224"";}",corpus/responsabilites/track-il-est-tombe-assez-amoureux,1137,4,il_est_tombe_assez_amoureux.mp3,sites/default/files/corpus/il_est_tombe_assez_amoureux.mp3,audio/mpeg,2602942,1,1297080600,1,NULL,Dominique Bagouet,NULL,NULL,NULL,94,130,3,,,,Télévision,français,,0,0,primary-links,0,menu,0,0,0,0,8,,,,,,,,,,,,48,,,,,,,
716,corpus,,3,1,1260641584,1389890726,0,0,0,0,0,0,716,0,L'anglais d'une petite fille de 5 ans,"<p>Extrait d'un enregistrement personnel de Gauthier Tassart, 2007</p>","<p>Extrait d'un enregistrement personnel de Gauthier Tassart, 2007</p>",Importerad by corpus importation module by bachir | 2009-11-26 20:20:13 +0100.,1389890726,1,bachir,,"a:1:{s:13:""form_build_id"";s:37:""form-db4a42aedd738cd1dc169caeefd625de"";}",corpus/residus/track-langlais-dune-petite-fille-de-5-ans,595,3,Langlais_dune_petite_fille_de_5_ans.mp3,sites/default/files/corpus/Langlais_dune_petite_fille_de_5_ans.mp3,,0,1,1259263213,1,NULL,Enfant,NULL,NULL,NULL,68,133,3,,,,quotidien,anglais,,0,0,primary-links,0,menu,0,0,0,0,8,,,,,,,,,,,,,58,,,,,,
720,corpus,,3,1,1260641501,1389890726,0,0,0,0,0,0,720,0,La question a été posée par nous,"<p>Jacques Vergès, extrait de plaidoirie au procès de Klaus Barbie, 1987</p>","<p>Jacques Vergès, extrait de plaidoirie au procès de Klaus Barbie, 1987</p>",Importerad by corpus importation module by bachir | 2009-11-26 20:20:14 +0100.,1389890726,1,bachir,,"a:1:{s:13:""form_build_id"";s:37:""form-db4a42aedd738cd1dc169caeefd625de"";}",corpus/emphases/track-la-question-ete-posee-par-nous,599,3,La_question_a_ete_posee_par_nous.mp3,sites/default/files/corpus/La_question_a_ete_posee_par_nous.mp3,,0,1,1259263215,1,NULL,Jacques Vergès,NULL,NULL,NULL,76,130,3,,114,,plaidoirie,français,,0,0,primary-links,0,menu,0,0,0,0,8,113,55,,,,,125,,,,,,,,,,,,
634,corpus,,3,1,1260641418,1389890724,0,0,0,0,0,0,634,0,"I, Charles Philip Arthur George","<p>extrait de la cérémonie de mariage entre le prince Charles et Diana Spencer, 1981, Youtube (voix : Évêque de Canterbury, Charles Windsor et Diana Spencer)</p>","<p>extrait de la cérémonie de mariage entre le prince Charles et Diana Spencer, 1981, Youtube (voix : Évêque de Canterbury, Charles Windsor et Diana Spencer)</p>",Importerad by corpus importation module by bachir | 2009-11-26 20:10:03 +0100.,1389890724,1,bachir,,"a:1:{s:13:""form_build_id"";s:37:""form-db4a42aedd738cd1dc169caeefd625de"";}",corpus/compressions/track-i-charles-philip-arthur-george,513,3,Royal_Wedding.mp3,sites/default/files/corpus/Royal_Wedding.mp3,,0,1,1259262603,1,NULL,Mariage,NULL,NULL,NULL,NULL,NULL,4,,,,,,,0,0,primary-links,0,menu,0,0,0,0,8,,,,,,,,,52,,,,,,,,,,
636,corpus,,3,1,1260641419,1389890724,0,0,0,0,0,0,636,0,Sapeur-chapeau,"<p>Louis de Funès, extrait du film<em> Hibernatus</em> d'Édouard Molinaro, 1969</p>","<p>Louis de Funès, extrait du film<em> Hibernatus</em> d'Édouard Molinaro, 1969</p>",Importerad by corpus importation module by bachir | 2009-11-26 20:10:04 +0100.,1389890724,1,bachir,,"a:1:{s:13:""form_build_id"";s:37:""form-db4a42aedd738cd1dc169caeefd625de"";}",corpus/compressions/track-sapeur-chapeau,515,3,Sapeur-chapeau.mp3,sites/default/files/corpus/Sapeur-chapeau.mp3,,0,1,1259262604,1,NULL,Louis de funès,NULL,NULL,Frédéric Danos,128,130,3,,,,Film,français,,0,0,primary-links,0,menu,0,0,0,0,8,,,,,,,,,52,,,,,,,,,,
637,corpus,,3,1,1260641466,1389890724,0,0,0,0,0,0,637,0,Tam ! Boum boum !,"<p>Filippo Tommaso Marinetti, extrait du poème <em>Battaglia di Adrianopoli</em>, 1924</p>","<p>Filippo Tommaso Marinetti, extrait du poème <em>Battaglia di Adrianopoli</em>, 1924</p>",Importerad by corpus importation module by bachir | 2009-11-26 20:10:04 +0100.,1389890724,1,bachir,,"a:1:{s:13:""form_build_id"";s:37:""form-db4a42aedd738cd1dc169caeefd625de"";}",corpus/compressions/track-tam-boum-boum,516,3,Tam__Boum_boum_.mp3,sites/default/files/corpus/Tam__Boum_boum_.mp3,,0,1,1259262604,1,NULL,Filippo Tommaso Marinetti,NULL,NULL,NULL,70,154,3,,,,poésie,italien,,0,0,primary-links,0,menu,0,0,0,0,8,,,,,,,,,52,,,,,,,,,,
638,corpus,,3,1,1260641420,1389890724,0,0,0,0,0,0,638,0,Tu viens avec moi ?,"<p>Sara Forestier, Osman Elkharraz, extrait du film <em>L'Esquive</em> d'Abdelatif Kechiche, 2004</p>","<p>Sara Forestier, Osman Elkharraz, extrait du film <em>L'Esquive</em> d'Abdelatif Kechiche, 2004</p>",Importerad by corpus importation module by bachir | 2009-11-26 20:10:04 +0100.,1389890724,1,bachir,,"a:1:{s:13:""form_build_id"";s:37:""form-db4a42aedd738cd1dc169caeefd625de"";}",corpus/compressions/track-tu-viens-avec-moi,1499,4,tu_viens_avec_moi_1.mp3,sites/default/files/corpus/tu_viens_avec_moi_1.mp3,audio/mpeg,338587,1,1355582430,1,NULL,L'esquive,NULL,NULL,Frédéric danos,128,130,3,,,,Film,français,,0,0,primary-links,0,menu,0,0,0,0,8,,,,,,,,,52,,,,,,,,,,
659,corpus,,3,1,1260641520,1389890725,0,0,0,0,0,0,659,0,Le personnage de Anna,"<p>Juliette Binoche et Michel Boujout, extrait de l'émission <em>Cinéma cinémas</em>, Antenne 2, 1986</p>","<p>Juliette Binoche et Michel Boujout, extrait de l'émission <em>Cinéma cinémas</em>, Antenne 2, 1986</p>",Importerad by corpus importation module by bachir | 2009-11-26 20:13:52 +0100.,1389890725,1,bachir,,"a:1:{s:13:""form_build_id"";s:37:""form-db4a42aedd738cd1dc169caeefd625de"";}",corpus/espacements/track-le-personnage-de-anna,1369,4,les_silences_de_juliette_1.mp3,sites/default/files/corpus/les_silences_de_juliette_1.mp3,audio/mpeg,5766854,1,1297153521,1,NULL,Juliette Binoche,NULL,1838,NULL,131,130,3,,,,interview,français,,0,0,primary-links,0,menu,0,0,0,0,8,,55,,,,,,,,,,,,,,,,,
660,corpus,,3,1,1260641473,1389890725,0,0,0,0,0,0,660,0,Tous les matins,"<p>Michel Prades, extrait de la pièce sonore<em> Mmmmmmmm</em> de Boris Achour, 2000</p>","<p>Michel Prades, extrait de la pièce sonore<em> Mmmmmmmm</em> de Boris Achour, 2000</p>",Importerad by corpus importation module by bachir | 2009-11-26 20:13:52 +0100.,1389890725,1,bachir,,"a:1:{s:13:""form_build_id"";s:37:""form-db4a42aedd738cd1dc169caeefd625de"";}",corpus/espacements/track-tous-les-matins,1460,13,28_mmmmm.mp3,sites/default/files/corpus/28_mmmmm.mp3,audio/mpeg,3556749,1,1331743321,1,NULL,Michel Prades,NULL,NULL,Joris Lacoste,140,130,3,,,,témoignage,français,,0,0,primary-links,0,menu,0,0,0,0,8,,55,,,,,,,,,,,58,,,,,,
662,corpus,,3,1,1260641395,1389890725,0,0,0,0,0,0,662,0,Réactionnaire,"<p>Jean-Pierre Léaud et Elsa Leroy, extrait du film <em>Masculin, féminin</em> de Jean-Luc Godard, 1966</p>","<p>Jean-Pierre Léaud et Elsa Leroy, extrait du film <em>Masculin, féminin</em> de Jean-Luc Godard, 1966</p>",Importerad by corpus importation module by bachir | 2009-11-26 20:13:53 +0100.,1389890725,1,bachir,,"a:1:{s:13:""form_build_id"";s:37:""form-db4a42aedd738cd1dc169caeefd625de"";}",corpus/espacements/track-reactionnaire,541,3,Ractionnaire.mp3,sites/default/files/corpus/Ractionnaire.mp3,,0,1,1259262833,1,NULL,Jean-Pierre Léaud,NULL,1836,NULL,131,130,3,,,,interview,français,,0,0,primary-links,0,menu,0,0,0,0,8,,55,,,,,,,,,,,,,,,,,
663,corpus,,3,1,1260641474,1389890725,0,0,0,0,0,0,663,0,Saboter l'État,"<p>Michel Foucault, extrait de l'émission <em>Autoportrait</em>, Radio Canada, 1971</p>","<p>Michel Foucault, extrait de l'émission <em>Autoportrait</em>, Radio Canada, 1971</p>",Importerad by corpus importation module by bachir | 2009-11-26 20:13:53 +0100.,1389890725,1,bachir,,"a:1:{s:13:""form_build_id"";s:37:""form-db4a42aedd738cd1dc169caeefd625de"";}",corpus/espacements/track-saboter-letat,1437,13,saboter_l_etat.mp3,sites/default/files/corpus/saboter_l_etat.mp3,audio/mpeg,1847451,1,1327078970,1,NULL,Michel Foucault,NULL,1840,Joris Lacoste,131,130,3,,,,interview,français,,0,0,primary-links,0,menu,0,0,0,0,8,,55,,,,,,,,,,,,,,,,,
664,corpus,,3,1,1260641395,1389890725,0,0,0,0,0,0,664,0,Socialisme,"<p>Jean-Pierre Léaud et Elsa Leroy, extrait du film <em>Masculin, féminin </em>de Jean-Luc Godard, 1966</p>","<p>Jean-Pierre Léaud et Elsa Leroy, extrait du film <em>Masculin, féminin </em>de Jean-Luc Godard, 1966</p>",Importerad by corpus importation module by bachir | 2009-11-26 20:13:54 +0100.,1389890725,1,bachir,,"a:1:{s:13:""form_build_id"";s:37:""form-db4a42aedd738cd1dc169caeefd625de"";}",corpus/espacements/track-socialisme,543,3,Socialisme.mp3,sites/default/files/corpus/Socialisme.mp3,,0,1,1259262834,1,NULL,Jean-Luc-Godard,NULL,NULL,NULL,128,130,4,,,,Film,français,,0,0,primary-links,0,menu,0,0,0,0,8,,55,,,,,,,,,,,,,,,,,
688,corpus,,3,1,1260641481,1389890726,0,0,0,0,0,0,688,0,Capturer un groupe de macaques rhésus femelles,"<p>Commentaire, extrait de l'émission <em>Sur les docks</em>, France Culture, 2009</p>","<p>Commentaire, extrait de l'émission <em>Sur les docks</em>, France Culture, 2009</p>",Importerad by corpus importation module by bachir | 2009-11-26 20:16:53 +0100.,1389890726,1,bachir,,"a:1:{s:13:""form_build_id"";s:37:""form-db4a42aedd738cd1dc169caeefd625de"";}",corpus/indexations/track-capturer-un-groupe-de-macaques-rhesus-femelles,567,3,capturer_un_groupe_de_macaques_rhesus_femelles.mp3,sites/default/files/corpus/capturer_un_groupe_de_macaques_rhesus_femelles.mp3,,0,1,1259263013,1,NULL,sur les docks,NULL,NULL,Frédéric danos,96,130,3,,,,Radio,français,,0,0,primary-links,0,menu,0,0,0,0,8,,,,,,,,,,,53,,,,,,,,
690,corpus,,3,1,1260641422,1389890726,0,0,0,0,0,0,690,0,"Un, deux, trois","<p>Ernest Ansermet, extrait d'une répétition du <em>Sacre du printemps</em></p>","<p>Ernest Ansermet, extrait d'une répétition du <em>Sacre du printemps</em></p>",Importerad by corpus importation module by bachir | 2009-11-26 20:16:53 +0100.,1389890726,1,bachir,,"a:1:{s:13:""form_build_id"";s:37:""form-db4a42aedd738cd1dc169caeefd625de"";}",corpus/indexations/track-un-deux-trois,569,3,sacre_du_printemps.mp3,sites/default/files/corpus/sacre_du_printemps.mp3,,0,1,1259263014,1,NULL,Chef d'orchestre,NULL,NULL,Matthieu Doze,108,130,3,,,,Musique,français,,0,0,primary-links,0,menu,0,0,0,0,8,,,,,,,,,,,53,,,,,,,,
691,corpus,,3,1,1260641482,1389890726,0,0,0,0,0,0,691,0,Vas-y Isabelle,"<p>Match de catch, extrait de l'émission <em>Sur les docks</em>, France Culture, 2009</p>","<p>Match de catch, extrait de l'émission <em>Sur les docks</em>, France Culture, 2009</p>",Importerad by corpus importation module by bachir | 2009-11-26 20:16:54 +0100.,1389890726,1,bachir,,"a:1:{s:13:""form_build_id"";s:37:""form-db4a42aedd738cd1dc169caeefd625de"";}",corpus/indexations/track-vas-y-isabelle,570,3,vas-y_Isabelle.mp3,sites/default/files/corpus/vas-y_Isabelle.mp3,,0,1,1259263014,1,NULL,supporters,NULL,NULL,Frédéric danos,96,130,3,,,,Radio,français,,0,0,primary-links,0,menu,0,0,0,0,8,,,,,,,,,,,53,,,,,,,,
730,corpus,,3,1,1260641357,1389890726,0,0,0,0,0,0,730,0,Qu'est-ce que j'ai fait de mon briquet ?,"<p>Rosa-Maria Gomes, extrait du film <em>Maine Océan </em>de Jacques Rozier, 1986</p>","<p>Rosa-Maria Gomes, extrait du film <em>Maine Océan </em>de Jacques Rozier, 1986</p>",Importerad by corpus importation module by bachir | 2009-11-26 20:20:18 +0100.,1389890726,1,bachir,,"a:1:{s:13:""form_build_id"";s:37:""form-db4a42aedd738cd1dc169caeefd625de"";}",corpus/plis/track-quest-ce-que-jai-fait-de-mon-briquet,609,3,Plaidoirie_2.mp3,sites/default/files/corpus/Plaidoirie_2.mp3,,0,1,1259263219,1,NULL,Rosa-Maria Gomes,NULL,NULL,NULL,128,130,4,,,,Film,français,,0,0,primary-links,0,menu,0,0,0,0,8,,,,,,,,,,,,,,,,51,,,
732,corpus,,3,1,1260641502,1389890726,0,0,0,0,0,0,732,0,Tu es à moi et je suis à toi,"<p>Redjep Mitrovitsa, extrait du spectacle <em>Le Journal de Nijinski</em> enregistré pour France Culture, 1996</p>","<p>Redjep Mitrovitsa, extrait du spectacle <em>Le Journal de Nijinski</em> enregistré pour France Culture, 1996</p>",Importerad by corpus importation module by bachir | 2009-11-26 20:20:19 +0100.,1389890726,1,bachir,,"a:1:{s:13:""form_build_id"";s:37:""form-db4a42aedd738cd1dc169caeefd625de"";}",corpus/projections/track-tu-es-moi-et-je-suis-toi,611,3,Tu_es_a_moi_et_je_suis_a_toi.mp3,sites/default/files/corpus/Tu_es_a_moi_et_je_suis_a_toi.mp3,,0,1,1259263220,1,NULL,Redjep Mitrovitsa,NULL,NULL,Joris Lacoste,73,130,3,,,126,lecture,français,,0,0,primary-links,0,menu,0,0,0,0,8,,,,,,,,,,,,,,,,,,,
734,corpus,,3,1,1260641502,1389890726,0,0,0,0,0,0,734,0,Arrête de faire le clown,"<p>Doc Gynéco et Mustapha, extrait de l'émission <em>On est pas couché</em>, France 2, 2007</p>","<p>Doc Gynéco et Mustapha, extrait de l'émission <em>On est pas couché</em>, France 2, 2007</p>",Importerad by corpus importation module by bachir | 2009-11-26 20:21:14 +0100.,1389890726,1,bachir,,"a:1:{s:13:""form_build_id"";s:37:""form-db4a42aedd738cd1dc169caeefd625de"";}",corpus/responsabilites/track-arrete-de-faire-le-clown,613,3,Arrete_de_faire_le_clown.mp3,sites/default/files/corpus/Arrete_de_faire_le_clown.mp3,,0,1,1259263274,1,NULL,Doc Gynéco,NULL,NULL,NULL,94,130,3,,,,Télévision,français,,0,0,primary-links,0,menu,0,0,0,0,8,,,,,,,,,,,,48,,,,,,,
735,corpus,,3,1,1260641507,1389890726,0,0,0,0,0,0,735,0,Arrogance,"<p>Roland Barthes, extrait d'un cours au Collège de France, 1977-1978</p>","<p>Roland Barthes, extrait d'un cours au Collège de France, 1977-1978</p>",Importerad by corpus importation module by bachir | 2009-11-26 20:21:14 +0100.,1389890726,1,bachir,,"a:1:{s:13:""form_build_id"";s:37:""form-db4a42aedd738cd1dc169caeefd625de"";}",corpus/responsabilites/track-arrogance,614,3,Arrogance.mp3,sites/default/files/corpus/Arrogance.mp3,,0,1,1259263274,1,NULL,Roland Barthes,NULL,NULL,NULL,74,130,4,,,,conférence,français,,0,0,primary-links,0,menu,0,0,0,0,8,,,,,,,,,,,,48,,,,,,,
