nid,type,language,uid,status,created,changed,comment,promote,moderate,sticky,tnid,translate,vid,revision_uid,title,body,teaser,log,revision_timestamp,format,name,picture,data,path,field_mp3['0']['fid'],field_mp3['0']['uid'],field_mp3['0']['filename'],field_mp3['0']['filepath'],field_mp3['0']['filemime'],field_mp3['0']['filesize'],field_mp3['0']['status'],field_mp3['0']['timestamp'],field_mp3['0']['list'],field_mp3['0']['data'],field_artiste['0']['value'],field_ordre['0']['value'],field_article['0']['nid'],field_compositeur['0']['value'],field_genre['0']['value'],field_langue['0']['value'],_workflow,taxonomy['2']['61'],taxonomy['2']['114'],taxonomy['2']['126'],taxonomy['tags']['3'],taxonomy['tags']['4'],menu['link_title'],menu['mlid'],menu['plid'],menu['menu_name'],menu['weight'],menu['module'],menu['expanded'],menu['hidden'],menu['has_children'],menu['customized'],menu['parent_depth_limit'],taxonomy['2']['113'],taxonomy['2']['55'],taxonomy['2']['57'],taxonomy['2']['124'],taxonomy['2']['54'],taxonomy['2']['79'],taxonomy['2']['125'],field_langue['1']['value'],taxonomy['2']['52'],taxonomy['2']['50'],taxonomy['2']['53'],taxonomy['2']['48'],taxonomy['2']['58'],taxonomy['2']['63'],field_mp3['0'],taxonomy['2']['51'],taxonomy['2']['62'],field_mp3['0']['data']['description'],field_genre['1']['value']
177,corpus,,3,1,1260641414,1389890721,0,0,0,0,0,0,177,0,Abandonnez-vous à la détente,"<p>Extrait du disque d'hypnose <em>Méta-relaxation : créativité face aux problèmes</em>, années 90</p>","<p>Extrait du disque d'hypnose <em>Méta-relaxation : créativité face aux problèmes</em>, années 90</p>",Importerad by corpus importation module by bachir | 2009-11-26 19:33:41 +0100.,1389890721,1,bachir,,"a:1:{s:13:""form_build_id"";s:37:""form-db4a42aedd738cd1dc169caeefd625de"";}",corpus/choralites/track-abandonnez-vous-la-detente,56,3,Abandonnez-vous_a_la_detente.mp3,sites/default/files/corpus//Abandonnez-vous_a_la_detente.mp3,,0,1,1259260421,1,NULL,Hypnose,NULL,NULL,Manuel Coursin,77,130,3,61,114,126,tutoriel,français,,0,0,primary-links,0,menu,0,0,0,0,8,,,,,,,,,,,,,,,,,,,
176,corpus,,3,1,1260641564,1389890721,0,0,0,0,0,0,176,0,Cuisine et littérature,<p>Extrait d'une cassette trouvée</p>,<p>Extrait d'une cassette trouvée</p>,Importerad by corpus importation module by bachir | 2009-11-26 19:33:40 +0100.,1389890721,1,bachir,,"a:1:{s:13:""form_build_id"";s:37:""form-db4a42aedd738cd1dc169caeefd625de"";}",corpus/projections/track-cuisine-et-litterature,1469,13,36_04_cuisine_et_litte9rature.mp3,sites/default/files/corpus/36_04_cuisine_et_litte9rature.mp3,audio/mpeg,3731247,1,1331743329,1,NULL,Cassette,NULL,NULL,Eve Couturier,95,130,3,,,126,Message,français,,0,0,primary-links,0,menu,0,0,0,0,8,,,,,,,,,,,,,,,,,,,
184,corpus,,3,1,1260641368,1389890721,0,0,0,0,0,0,184,0,Ashanti,"<p>Jimmy et Imrul, extrait du projet <em>Radio Ld'A </em>de Lincoln Tobier, Laboratoires d'Aubervilliers, 2002</p>","<p>Jimmy et Imrul, extrait du projet <em>Radio Ld'A </em>de Lincoln Tobier, Laboratoires d'Aubervilliers, 2002</p>",Importerad by corpus importation module by bachir | 2009-11-26 19:33:45 +0100.,1389890721,1,bachir,,"a:1:{s:13:""form_build_id"";s:37:""form-db4a42aedd738cd1dc169caeefd625de"";}",corpus/focalisations/track-ashanti,63,3,Ashanti.mp3,sites/default/files/corpus//Ashanti.mp3,,0,1,1259260425,1,NULL,Radio Ld'A,NULL,NULL,Manuel Coursin,96,130,3,,,126,Radio,français,,0,0,primary-links,0,menu,0,0,0,0,8,113,,,,,,,,,,,,,,,,,,
186,corpus,,3,1,1260641368,1389890721,0,0,0,0,0,0,186,0,Bergers,"<p>Appel de bergers, extrait de <em>Le berger, la stagiaire et les moutons</em> de Robin Hunzinger, Arte Radio, 2005</p>","<p>Appel de bergers, extrait de <em>Le berger, la stagiaire et les moutons</em> de Robin Hunzinger, Arte Radio, 2005</p>",Importerad by corpus importation module by bachir | 2009-11-26 19:33:46 +0100.,1389890721,1,bachir,,"a:1:{s:13:""form_build_id"";s:37:""form-db4a42aedd738cd1dc169caeefd625de"";}",corpus/espacements/track-bergers,65,3,Bergers.mp3,sites/default/files/corpus//Bergers.mp3,,0,1,1259260426,1,NULL,Berger,NULL,NULL,NULL,68,130,3,,,,quotidien,français,,0,0,primary-links,0,menu,0,0,0,0,8,,55,,,,,,,,,,,,,,,,,
189,corpus,,3,1,1260641407,1389890721,0,0,0,0,0,0,189,0,C'est fini,"<p>Extrait du spectacle <em>Peter Peter Pet...er !!! </em> de Stéphanie Chêne, 2006</p>","<p>Extrait du spectacle <em>Peter Peter Pet...er !!! </em> de Stéphanie Chêne, 2006</p>",Importerad by corpus importation module by bachir | 2009-11-26 19:33:47 +0100.,1389890721,1,bachir,,"a:1:{s:13:""form_build_id"";s:37:""form-db4a42aedd738cd1dc169caeefd625de"";}",corpus/timbres/track-cest-fini,68,3,Cest_fini.mp3,sites/default/files/corpus//Cest_fini.mp3,,0,1,1259260427,1,NULL,Mehdi Ahoudig,NULL,NULL,NULL,64,130,3,,,,théâtre,français,,0,0,primary-links,0,menu,0,0,0,0,8,,,57,,,,,,,,,,,,,,,,
192,corpus,,3,1,1260641408,1389890721,0,0,0,0,0,0,192,0,De tout mon amour,"<p>Extrait d'un blog vidéo, YouTube, 2007</p>","<p>Extrait d'un blog vidéo, YouTube, 2007</p>",Importerad by corpus importation module by bachir | 2009-11-26 19:33:48 +0100.,1389890721,1,bachir,,"a:1:{s:13:""form_build_id"";s:37:""form-db4a42aedd738cd1dc169caeefd625de"";}",corpus/projections/track-de-tout-mon-amour,71,3,De_tout_mon_amour.mp3,sites/default/files/corpus//De_tout_mon_amour.mp3,,0,1,1259260429,1,NULL,Ado,NULL,NULL,NULL,95,130,3,,,126,Message,français,,0,0,primary-links,0,menu,0,0,0,0,8,,,,124,,,,,,,,,,,,,,,
194,corpus,,3,1,1260641409,1389890721,0,0,0,0,0,0,194,0,Fabienne Tabard,"<p>Jean-Pierre Léaud, extrait du film <em>Baisers volés </em>de François Truffaut, 1968</p>","<p>Jean-Pierre Léaud, extrait du film <em>Baisers volés </em>de François Truffaut, 1968</p>",Importerad by corpus importation module by bachir | 2009-11-26 19:33:49 +0100.,1389890721,1,bachir,,"a:1:{s:13:""form_build_id"";s:37:""form-db4a42aedd738cd1dc169caeefd625de"";}",corpus/cadences/track-fabienne-tabard,1446,13,15_fabienne_tabard.mp3,sites/default/files/corpus/15_fabienne_tabard.mp3,audio/mpeg,3466888,1,1331743310,1,NULL,François Truffaut,NULL,NULL,Fanny de Challié,128,130,3,,,,Film,français,,0,0,primary-links,0,menu,0,0,0,0,8,,,,,54,79,,,,,,,,,,,,,
195,corpus,,3,1,1260641330,1389890721,0,0,0,0,0,0,195,0,Gospel,"<p>Sermon d'une pasteure aux États-Unis, extrait du disque <em>Les Voix du monde : une anthologie des expressions orales</em>, 1996</p>","<p>Sermon d'une pasteure aux États-Unis, extrait du disque <em>Les Voix du monde : une anthologie des expressions orales</em>, 1996</p>",Importerad by corpus importation module by bachir | 2009-11-26 19:33:50 +0100.,1389890721,1,bachir,,"a:1:{s:13:""form_build_id"";s:37:""form-db4a42aedd738cd1dc169caeefd625de"";}",corpus/melodies/track-gospel,74,3,Gospel.mp3,sites/default/files/corpus//Gospel.mp3,,0,1,1259260430,1,NULL,Pasteur,NULL,NULL,Joris Lacoste,91,133,3,,114,,Rituel,anglais,,0,0,primary-links,0,menu,0,0,0,0,8,,,,,,,,,,,,,,,,,,,
196,corpus,,3,1,1260641409,1389890721,0,0,0,0,0,0,196,0,"Hey you, don't watch that","<p>Madness, extrait du disque <em>One Step Beyond</em>, 1979","<p>Madness, extrait du disque <em>One Step Beyond</em>, 1979",Importerad by corpus importation module by bachir | 2009-11-26 19:33:50 +0100.,1389890721,1,bachir,,"a:1:{s:13:""form_build_id"";s:37:""form-db4a42aedd738cd1dc169caeefd625de"";}",corpus/projections/track-hey-you-dont-watch,75,3,Hey_you_dont_watch_that.mp3,sites/default/files/corpus//Hey_you_dont_watch_that.mp3,,0,1,1259260431,1,NULL,Madness,NULL,NULL,NULL,108,133,3,,,126,Musique,anglais,,0,0,primary-links,0,menu,0,0,0,0,8,,,,,,,,,,,,,,,,,,,
199,corpus,,3,1,1260641369,1389890721,0,0,0,0,0,0,199,0,Itinéraire,"<p>René Lussier, extrait du disque <em>Le Trésor de la langue</em>, 1989</p>","<p>René Lussier, extrait du disque <em>Le Trésor de la langue</em>, 1989</p>",Importerad by corpus importation module by bachir | 2009-11-26 19:33:52 +0100.,1389890721,1,bachir,,"a:1:{s:13:""form_build_id"";s:37:""form-db4a42aedd738cd1dc169caeefd625de"";}",corpus/melodies/track-itineraire,78,3,Itineraire.mp3,sites/default/files/corpus//Itineraire.mp3,,0,1,1259260432,1,NULL,René Lussier,NULL,NULL,NULL,108,130,3,,114,,Musique,français,,0,0,primary-links,0,menu,0,0,0,0,8,,,,,,,,,,,,,,,,,,,
200,corpus,,3,1,1260641515,1389890721,0,0,0,0,0,0,200,0,J'encule les punks,"<p>Enregistrement personnel d'Eve Couturier, 1979</p>","<p>Enregistrement personnel d'Eve Couturier, 1979</p>",Importerad by corpus importation module by bachir | 2009-11-26 19:33:52 +0100.,1389890721,1,bachir,,"a:1:{s:13:""form_build_id"";s:37:""form-db4a42aedd738cd1dc169caeefd625de"";}",corpus/series/track-jencule-les-punks,79,3,Jencule_les_punks.mp3,sites/default/files/corpus//Jencule_les_punks.mp3,,0,1,1259260433,1,NULL,Jeune,NULL,NULL,Eve Couturier,68,130,3,,,,quotidien,français,,0,0,primary-links,0,menu,0,0,0,0,8,,,,124,,,,,,,,,,,,,,,
201,corpus,,3,1,1260641410,1389890721,0,0,0,0,0,0,201,0,Je suis venu te dire que je m'en vais,"<p>Maurice Garrel, extrait du disque <em>Serge Gainsbourg – Portraits</em>, 2003</p>","<p>Maurice Garrel, extrait du disque <em>Serge Gainsbourg – Portraits</em>, 2003</p>",Importerad by corpus importation module by bachir | 2009-11-26 19:33:53 +0100.,1389890721,1,bachir,,"a:1:{s:13:""form_build_id"";s:37:""form-db4a42aedd738cd1dc169caeefd625de"";}",corpus/emphases/track-je-suis-venu-te-dire-que-je-men-vais,80,3,Je_suis_venu_te_dire_que_je_men_vais.mp3,sites/default/files/corpus//Je_suis_venu_te_dire_que_je_men_vais.mp3,,0,1,1259260433,1,NULL,Maurice Garrel,NULL,NULL,Eve Couturier,70,130,3,,,126,poésie,français,,0,0,primary-links,0,menu,0,0,0,0,8,,,,,,,125,,,,,,,,,,,,
204,corpus,,3,1,1260641517,1389890722,0,0,0,0,0,0,204,0,Si tu aimes les grosses bêtes,"<p>Extrait du journal télévisé pour enfants <em>Les Z'infos</em>, Télé Kids, 2007</p>","<p>Extrait du journal télévisé pour enfants <em>Les Z'infos</em>, Télé Kids, 2007</p>",Importerad by corpus importation module by bachir | 2009-11-26 19:33:54 +0100.,1389890722,1,bachir,,"a:1:{s:13:""form_build_id"";s:37:""form-db4a42aedd738cd1dc169caeefd625de"";}",corpus/emphases/track-si-tu-aimes-les-grosses-betes,83,3,Les_Zinfos.mp3,sites/default/files/corpus//Les_Zinfos.mp3,,0,1,1259260434,1,NULL,Présentatrice,NULL,NULL,Fanny de Chaillé,94,130,3,,,126,Télévision,français,,0,0,primary-links,0,menu,0,0,0,0,8,,,,,,,125,,,,,,,,,,,,
206,corpus,,3,1,1260641369,1389890722,0,0,0,0,0,0,206,0,Franz Biberkopf,"<p>Günter Lamprecht, extrait de la série <em>Berlin Alexanderplatz</em> de R. W. Fassbinder, 1979-1980</p>","<p>Günter Lamprecht, extrait de la série <em>Berlin Alexanderplatz</em> de R. W. Fassbinder, 1979-1980</p>",Importerad by corpus importation module by bachir | 2009-11-26 19:33:55 +0100.,1389890722,1,bachir,,"a:1:{s:13:""form_build_id"";s:37:""form-db4a42aedd738cd1dc169caeefd625de"";}",corpus/cadences/track-franz-biberkopf,85,3,Lettre.mp3,sites/default/files/corpus//Lettre.mp3,,0,1,1259260435,1,NULL,Günter Lamprecht,NULL,NULL,Fanny de Chaillé,128,142,3,,,,Film,allemand,,0,0,primary-links,0,menu,0,0,0,0,8,,,,,54,,,,,,,,,,,,,,
209,corpus,,3,1,1260641515,1389890722,0,0,0,0,0,0,209,0,Pour toi plus de sommeil,"<p>Marc François, extrait du spectacle <em>Macbeth</em> de Marc François, 1996</p>","<p>Marc François, extrait du spectacle <em>Macbeth</em> de Marc François, 1996</p>",Importerad by corpus importation module by bachir | 2009-11-26 19:33:56 +0100.,1389890722,1,bachir,,"a:1:{s:13:""form_build_id"";s:37:""form-db4a42aedd738cd1dc169caeefd625de"";}",corpus/emphases/track-pour-toi-plus-de-sommeil,1459,13,27_macbeth.mp3,sites/default/files/corpus/27_macbeth.mp3,audio/mpeg,1167068,1,1331743320,1,NULL,Marc François,NULL,NULL,NULL,64,130,3,,,,théâtre,français,,0,0,primary-links,0,menu,0,0,0,0,8,,,,,,,125,,,,,,,,,,,,
210,corpus,,3,1,1260641412,1389890722,0,0,0,0,0,0,210,0,Mes bananes,"<p>Scène de marché, extrait d'un enregistrement personnel de Manuel Coursin, 2007</p>","<p>Scène de marché, extrait d'un enregistrement personnel de Manuel Coursin, 2007</p>",Importerad by corpus importation module by bachir | 2009-11-26 19:33:57 +0100.,1389890722,1,bachir,,"a:1:{s:13:""form_build_id"";s:37:""form-db4a42aedd738cd1dc169caeefd625de"";}",corpus/focalisations/track-mes-bananes,89,3,Mes_bananes.mp3,sites/default/files/corpus//Mes_bananes.mp3,,0,1,1259260437,1,NULL,Vendeur,NULL,NULL,Nicolas Rollet,157,130,3,,,,boniment,français,,0,0,primary-links,0,menu,0,0,0,0,8,113,,,,,,,,,,,,,,,,,,
211,corpus,,3,1,1260641565,1389890722,0,0,0,0,0,0,211,0,Filles et femmes du monde entier,"<p>Jean-Marie Massou, extrait de <em>Message pour les témoins de Jéhova</em>, 2007</p>","<p>Jean-Marie Massou, extrait de <em>Message pour les témoins de Jéhova</em>, 2007</p>",Importerad by corpus importation module by bachir | 2009-11-26 19:33:57 +0100.,1389890722,1,bachir,,"a:1:{s:13:""form_build_id"";s:37:""form-db4a42aedd738cd1dc169caeefd625de"";}",corpus/melodies/track-filles-et-femmes-du-monde-entier,90,3,Message_aux_temoins_de_Jehovah.mp3,sites/default/files/corpus//Message_aux_temoins_de_Jehovah.mp3,,0,1,1259260437,1,NULL,Massou,NULL,NULL,Stéphanie Béghain,95,130,3,,114,126,Message,français,,0,0,primary-links,0,menu,0,0,0,0,8,,,,,,,,,,,,,,,,,,,
214,corpus,,3,1,1260641459,1389890722,0,0,0,0,0,0,214,0,Raudage,"<p>Appel de labour du Poitou, extrait du disque&nbsp;<em>Voix du Monde : une anthologie des expressions orales</em>, 1996</p>","<p>Appel de labour du Poitou, extrait du disque&nbsp;<em>Voix du Monde : une anthologie des expressions orales</em>, 1996</p>",Importerad by corpus importation module by bachir | 2009-11-26 19:33:58 +0100.,1389890722,1,bachir,,"a:1:{s:13:""form_build_id"";s:37:""form-db4a42aedd738cd1dc169caeefd625de"";}",corpus/focalisations/track-raudage,93,3,Raudage.mp3,sites/default/files/corpus//Raudage.mp3,,0,1,1259260439,1,NULL,Paysan,NULL,1102,Joris Lacoste,136,158,3,,114,,coutume,patois,,0,0,primary-links,0,menu,0,0,0,0,8,113,,,,,,,,,,,,,,,,,,
216,corpus,,3,1,1260641369,1389890722,0,0,0,0,0,0,216,0,Rémouleur turc,"<p>Extrait de <em>La Belle Istanbul</em> de Jeanne Robet, Arte Radio, 2006</p>","<p>Extrait de <em>La Belle Istanbul</em> de Jeanne Robet, Arte Radio, 2006</p>",Importerad by corpus importation module by bachir | 2009-11-26 19:34:00 +0100.,1389890722,1,bachir,,"a:1:{s:13:""form_build_id"";s:37:""form-db4a42aedd738cd1dc169caeefd625de"";}",corpus/repetitions/track-remouleur-turc,1286,4,remouleur_turc.mp3,sites/default/files/corpus/remouleur_turc.mp3,audio/mpeg,2564232,1,1297081117,1,NULL,Artisan,NULL,NULL,Jeanne Robet,136,146,3,,,,coutume,Turc,,0,0,primary-links,0,menu,0,0,0,0,8,,,,,,79,,,,,,,,,,,,,
218,corpus,,3,1,1260641459,1389890722,0,0,0,0,0,0,218,0,Slogans anatoliens,"<p>Manifestation, enregistrement personnel de Jeanne Robet, 2006</p>","<p>Manifestation, enregistrement personnel de Jeanne Robet, 2006</p>",Importerad by corpus importation module by bachir | 2009-11-26 19:34:01 +0100.,1389890722,1,bachir,,"a:1:{s:13:""form_build_id"";s:37:""form-db4a42aedd738cd1dc169caeefd625de"";}",corpus/choralites/track-slogans-anatoliens,97,3,Slogans_anatoliens.mp3,sites/default/files/corpus//Slogans_anatoliens.mp3,,0,1,1259260442,1,NULL,Manifestants,NULL,NULL,NULL,145,146,3,61,,,manifestation,Turc,,0,0,primary-links,0,menu,0,0,0,0,8,,,,,,,,,,,,,,,,,,,
220,corpus,,3,1,1260641517,1389890722,0,0,0,0,0,0,220,0,Tu viens chéri(e),"<p>Bernard Heidsieck, extrait du poème sonore <em>Tu viens chéri(e)</em>, 1975</p>","<p>Bernard Heidsieck, extrait du poème sonore <em>Tu viens chéri(e)</em>, 1975</p>",Importerad by corpus importation module by bachir | 2009-11-26 19:34:03 +0100.,1389890722,1,bachir,,"a:1:{s:13:""form_build_id"";s:37:""form-db4a42aedd738cd1dc169caeefd625de"";}",corpus/projections/track-tu-viens-cherie,1367,4,tu_viens_cherie_0.mp3,sites/default/files/corpus/tu_viens_cherie_0.mp3,audio/mpeg,1238258,1,1297153518,1,NULL,Bernard Heidsieck,NULL,NULL,Fanny de Chaillé,70,130,3,,,126,poésie,français,,0,0,primary-links,0,menu,0,0,0,0,8,,,,,,,,,,,,,,,,,,,
222,corpus,,3,1,1260641411,1389890722,0,0,0,0,0,0,222,0,Ça va venir,"<p>Extrait d'un prêche à Kinshasa, enregistrement personnel de Manuel Coursin, 2004</p>","<p>Extrait d'un prêche à Kinshasa, enregistrement personnel de Manuel Coursin, 2004</p>",Importerad by corpus importation module by bachir | 2009-11-26 19:34:04 +0100.,1389890722,1,bachir,,"a:1:{s:13:""form_build_id"";s:37:""form-db4a42aedd738cd1dc169caeefd625de"";}",corpus/choralites/track-ca-va-venir,1402,4,ca_va_venir.mp3,sites/default/files/corpus/ca_va_venir.mp3,audio/mpeg,1861792,1,1297428317,1,NULL,Prêtre congolais,NULL,1110,Manuel Coursin,91,130,3,61,,,Rituel,"français, swahili",,0,0,primary-links,0,menu,0,0,0,0,8,,,,124,,,,150,,,,,,,,,,,
224,corpus,,3,1,1260641376,1389890722,0,0,0,0,0,0,224,0,Alphabet hébreu,"<p>Enregistrement personnel d'Erik Bullot pour le film <em>Glossolalie</em>, 2005</p>","<p>Enregistrement personnel d'Erik Bullot pour le film <em>Glossolalie</em>, 2005</p>",Importerad by corpus importation module by bachir | 2009-11-26 19:36:35 +0100.,1389890722,1,bachir,,"a:1:{s:13:""form_build_id"";s:37:""form-db4a42aedd738cd1dc169caeefd625de"";}",corpus/series/track-alphabet-hebreu,103,3,Alphabet_hebreu.mp3,sites/default/files/corpus//Alphabet_hebreu.mp3,,0,1,1259260595,1,NULL,Récitant,NULL,NULL,Gauthier Tassart,77,165,3,,,,tutoriel,hébreu,,0,0,primary-links,0,menu,0,0,0,0,8,,,,124,,,,,,,,,,,,,,,
226,corpus,,3,1,1260641375,1389890722,0,0,0,0,0,0,226,0,Auction chant,"<p>John Korrey, vente aux enchères, extrait du DVD <em>Chant of a Champion</em>, 2007</p>","<p>John Korrey, vente aux enchères, extrait du DVD <em>Chant of a Champion</em>, 2007</p>",Importerad by corpus importation module by bachir | 2009-11-26 19:36:36 +0100.,1389890722,1,bachir,,"a:1:{s:13:""form_build_id"";s:37:""form-db4a42aedd738cd1dc169caeefd625de"";}",corpus/cadences/track-auction-chant,105,3,Auction_chant.mp3,sites/default/files/corpus//Auction_chant.mp3,,0,1,1259260596,1,NULL,John Korrey,NULL,1900,Frédéric Danos,127,133,3,,114,,Enchères,anglais,,0,0,primary-links,0,menu,0,0,0,0,8,,,,,54,,,,52,50,,,,,,,,,
227,corpus,,3,1,1260641376,1389890722,0,0,0,0,0,0,227,0,Avida Dollars,"<p>Salvador Dali, extrait du flexidisc <em>L'Apothéose du dollar,</em> 1971</p>","<p>Salvador Dali, extrait du flexidisc <em>L'Apothéose du dollar,</em> 1971</p>",Importerad by corpus importation module by bachir | 2009-11-26 19:36:36 +0100.,1389890722,1,bachir,,"a:1:{s:13:""form_build_id"";s:37:""form-db4a42aedd738cd1dc169caeefd625de"";}",corpus/emphases/track-avida-dollars,106,3,Avida_Dollars.mp3,sites/default/files/corpus//Avida_Dollars.mp3,,0,1,1259260597,1,NULL,Salvador Dali,NULL,NULL,NULL,95,130,3,,,,Message,français,,0,0,primary-links,0,menu,0,0,0,0,8,,,,,,,125,,,,,,,,,,,,
228,corpus,,3,1,1260641376,1389890722,0,0,0,0,0,0,228,0,BBB (1918),"<p>Raoul Hausmann, extrait de <em>Phonèmes</em>, 1956-1957</p>","<p>Raoul Hausmann, extrait de <em>Phonèmes</em>, 1956-1957</p>",Importerad by corpus importation module by bachir | 2009-11-26 19:36:37 +0100.,1389890722,1,bachir,,"a:1:{s:13:""form_build_id"";s:37:""form-db4a42aedd738cd1dc169caeefd625de"";}",corpus/melodies/track-bbb-1918,107,3,BBB_1918.mp3,sites/default/files/corpus//BBB_1918.mp3,,0,1,1259260597,1,NULL,Raoul Hausmann,NULL,NULL,NULL,70,171,3,,114,,poésie,inconnue,,0,0,primary-links,0,menu,0,0,0,0,8,,,,,,,,,,,,,,,,,,,
229,corpus,,3,1,1260641375,1389890722,0,0,0,0,0,0,229,0,Bagdad sous les bombes,"<p><span class=""author-g-di5l3x4p423t0n07"">Extrait d'un reportage en Irak, France Info, 2003</span></p>","<p><span class=""author-g-di5l3x4p423t0n07"">Extrait d'un reportage en Irak, France Info, 2003</span></p>",Importerad by corpus importation module by bachir | 2009-11-26 19:36:37 +0100.,1389890722,1,bachir,,"a:1:{s:13:""form_build_id"";s:37:""form-db4a42aedd738cd1dc169caeefd625de"";}",corpus/espacements/track-bagdad-sous-les-bombes,108,3,Bagdad_sous_les_bombes.mp3,sites/default/files/corpus//Bagdad_sous_les_bombes.mp3,,0,1,1259260598,1,NULL,Journaliste,NULL,NULL,NULL,96,130,3,,,,Radio,français,,0,0,primary-links,0,menu,0,0,0,0,8,,55,,,,,,,,,53,,,,,,,,
230,corpus,,3,1,1260641376,1389890722,0,0,0,0,0,0,230,0,Bienvenue,"<p>Gauthier Tassart, voix synthétique AT&amp;T, 2007</p>","<p>Gauthier Tassart, voix synthétique AT&amp;T, 2007</p>",Importerad by corpus importation module by bachir | 2009-11-26 19:36:38 +0100.,1389890722,1,bachir,,"a:1:{s:13:""form_build_id"";s:37:""form-db4a42aedd738cd1dc169caeefd625de"";}",corpus/cadences/track-bienvenue,109,3,Bienvenue.mp3,sites/default/files/corpus//Bienvenue.mp3,,0,1,1259260598,1,NULL,Présentateur,NULL,NULL,Gauthier Tassart,95,130,4,,,,Message,français,,0,0,primary-links,0,menu,0,0,0,0,8,,,,,54,,,,,,,,,,,,,,
231,corpus,,3,1,1260641456,1389890722,0,0,0,0,0,0,231,0,Biopouvoir,"<p>Michel Foucault, extrait d<em>'</em>un cours au collège de France, 1975-1976</p>","<p>Michel Foucault, extrait d<em>'</em>un cours au collège de France, 1975-1976</p>",Importerad by corpus importation module by bachir | 2009-11-26 19:36:38 +0100.,1389890722,1,bachir,,"a:1:{s:13:""form_build_id"";s:37:""form-db4a42aedd738cd1dc169caeefd625de"";}",corpus/cadences/track-biopouvoir,110,3,Biopouvoir.mp3,sites/default/files/corpus//Biopouvoir.mp3,,0,1,1259260599,1,NULL,Michel Foucault,NULL,NULL,NULL,74,130,4,,,,conférence,français,,0,0,primary-links,0,menu,0,0,0,0,8,,,,124,54,,,,,,,,,,,,,,
233,corpus,,3,1,1260641375,1389890722,0,0,0,0,0,0,233,0,Cartoon de Grain,"<p>Extrait d'un commentaire de tiercé, 2007</p>","<p>Extrait d'un commentaire de tiercé, 2007</p>",Importerad by corpus importation module by bachir | 2009-11-26 19:36:39 +0100.,1389890722,1,bachir,,"a:1:{s:13:""form_build_id"";s:37:""form-db4a42aedd738cd1dc169caeefd625de"";}",corpus/cadences/track-cartoon-de-grain,1399,4,cartoon_de_grain_0.mp3,sites/default/files/corpus/cartoon_de_grain_0.mp3,audio/mpeg,1950876,1,1297413776,1,NULL,Tiercé,NULL,NULL,Fanny de Challié,94,130,3,,,,Télévision,français,,0,0,primary-links,0,menu,0,0,0,0,8,,,,,54,,,,,,53,,,,,,,,
234,corpus,,3,1,1260641518,1389890722,0,0,0,0,0,0,234,0,Chant de chamane,"<p>Chamane selknam, extrait de&nbsp; <em>Les voix du monde : une anthologie des expressions vocales</em>, 1996</p>","<p>Chamane selknam, extrait de&nbsp; <em>Les voix du monde : une anthologie des expressions vocales</em>, 1996</p>",Importerad by corpus importation module by bachir | 2009-11-26 19:36:40 +0100.,1389890722,1,bachir,,"a:1:{s:13:""form_build_id"";s:37:""form-db4a42aedd738cd1dc169caeefd625de"";}",corpus/cadences/track-chant-de-chamane,113,3,Chant_de_chamane.mp3,sites/default/files/corpus//Chant_de_chamane.mp3,,0,1,1259260600,1,NULL,Chamane Selknam,NULL,NULL,Joris Lacoste,91,171,3,,114,,Rituel,inconnue,,0,0,primary-links,0,menu,0,0,0,0,8,,,,,54,,,,,,,,,,,,,,
236,corpus,,3,1,1260641374,1389890723,0,0,0,0,0,0,236,0,Compte,"<p>Roman Opalka, extrait de l'enregistrement <em>1965/1-∞</em>, 1977</p>","<p>Roman Opalka, extrait de l'enregistrement <em>1965/1-∞</em>, 1977</p>",Importerad by corpus importation module by bachir | 2009-11-26 19:36:41 +0100.,1389890723,1,bachir,,"a:1:{s:13:""form_build_id"";s:37:""form-db4a42aedd738cd1dc169caeefd625de"";}",corpus/series/track-compte,1441,13,10_compte.mp3,sites/default/files/corpus/10_compte.mp3,audio/mpeg,3147149,1,1331743305,1,NULL,Roman Opalka,NULL,NULL,NULL,70,130,3,,,,poésie,français,,0,0,primary-links,0,menu,0,0,0,0,8,,,,124,,,,,,,,,,,,,,,
238,corpus,,3,1,1260641566,1389890723,0,0,0,0,0,0,238,0,Écoutez attentivement,"<p>Extrait d'un disque pour apprendre l'allemand, source inconnue</p>","<p>Extrait d'un disque pour apprendre l'allemand, source inconnue</p>",Importerad by corpus importation module by bachir | 2009-11-26 19:36:41 +0100.,1389890723,1,bachir,,"a:1:{s:13:""form_build_id"";s:37:""form-db4a42aedd738cd1dc169caeefd625de"";}",corpus/cadences/track-ecoutez-attentivement,117,3,Cours_dallemand.mp3,sites/default/files/corpus//Cours_dallemand.mp3,,0,1,1259260602,1,NULL,NULL,NULL,NULL,Gauthier Tassart,77,130,3,,,,tutoriel,français,,0,0,primary-links,0,menu,0,0,0,0,8,,,,,54,,,,,,,,,,,,,,
